sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	total_copy_ratio	modal_total_cn	expected_total_cn	total_HZ	total_amp	corrected_total_cn	rescaled_total_cn	bi.allelic	copy.ratio	hscr.a1	hscr.a2	modal.a1	modal.a2	expected.a1	expected.a2	subclonal.a1	subclonal.a2	cancer.cell.frac.a1	ccf.ci95.low.a1	ccf.ci95.high.a1	cancer.cell.frac.a2	ccf.ci95.low.a2	ccf.ci95.high.a2	LOH	HZ	SC_HZ	amp.a1	amp.a2	rescaled.cn.a1	rescaled.cn.a2
AC-P09-TP-NT-SM-63B4Z-SM-63B51	1	69549	16343635	1314	16274086	0.00647	0.005860058600586	1.00986	2	2	0	0	2	2.0411107060557	0	1.00986	1.00986	1.00986	1	1	1	1	0	0	0.02	0	0.05047	0.02	0	0.05047	0	0	0	0	0	1	1
AC-P09-TP-NT-SM-63B4Z-SM-63B51	1	16351321	16359707	16	8386	0.07979	0	1.37519	3	3.01366	0	0	3.01366	3.20648902981923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P09-TP-NT-SM-63B4Z-SM-63B51	1	16373093	16918428	92	545335	0.02445	0.00020000200002	1.00939	2	2	0	0	2	2.03961143741593	0	1.00939	0.99334	1.02545	1	1	1	1	0	0	0.01	0	0.15737	0.05	0	0.18818	0	0	0	0	0	1	1
AC-P09-TP-NT-SM-63B4Z-SM-63B51	1	17250896	17272028	9	21132	0.09653	1.0000100001e-05	1.24743	3	2.97596	0	0	2.97596	2.79894315446262	0	1.24743	1.24743	1.24743	1	1	1.28716	1.28716	0	0	0.4	0.02061	0.94841	0.4	0.02061	0.94841	0	0	0	0	0	1.28716	1.28716
AC-P09-TP-NT-SM-63B4Z-SM-63B51	1	17275357	229462618	12125	212187261	0.00212	0.0764007640076401	1.00518	2	2	0	0	2	2.02618181832348	0	1.00518	1.00518	1.00518	1	1	1	1	0	0	0.01	0	0.03998	0.01	0	0.03998	0	0	0	0	0	1	1
AC-P09-TP-NT-SM-63B4Z-SM-63B51	1	229567558	229568797	5	1239	0.13862	0	1.33542	3	3.09502	0	0	3.09502	3.07962538342809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P09-TP-NT-SM-63B4Z-SM-63B51	1	229580704	249211681	881	19630977	0.00774	0.00707007070070701	0.98853	2	2	0	0	2	1.97306942927614	0	0.98853	0.98853	0.98853	1	1	1	1	0	0	0.01	0	0.046	0.01	0	0.046	0	0	0	0	0	1	1
AC-P09-TP-NT-SM-63B4Z-SM-63B51	2	45912	54001470	2193	53955558	0.00498	0.019430194301943	1.00369	2	2	0	0	2	2.02142881774206	0	1.00369	1.00369	1.00369	1	1	1	1	0	0	0.01	0	0.04122	0.01	0	0.04122	0	0	0	0	0	1	1
AC-P09-TP-NT-SM-63B4Z-SM-63B51	2	54024690	54102827	16	78137	0.04013	3.0000300003e-05	0.68943	1	1	0	0	1	1.01896038638979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P09-TP-NT-SM-63B4Z-SM-63B51	2	54115060	133721367	3041	79606307	0.00419	0.028660286602866	0.9954	2	2	0	0	2	1.99498427088306	0	0.9954	0.9954	0.9954	1	1	1	1	0	0	0	0	0.03398	0	0	0.03398	0	0	0	0	0	1	1
AC-P09-TP-NT-SM-63B4Z-SM-63B51	2	135028038	159389762	609	24361724	0.01195	0.00877008770087701	1.27019	3	3	0	0	3	2.87154603582703	0	1.27019	0.91661	1.62377	1	2	1	2	0	0	0.13	0.03753	0.20946	1	0.89733	1	0	0	0	0	0	1	2
AC-P09-TP-NT-SM-63B4Z-SM-63B51	2	159477837	164467188	267	4989351	0.01858	0.00180001800018	1.30823	3	3	0	0	3	2.99289109765049	0	1.30823	1.06218	1.55427	1	2	1	2	0	0	0.1	0	0.29885	0.89	0.68459	0.98977	0	0	0	0	0	1	2
AC-P09-TP-NT-SM-63B4Z-SM-63B51	2	165350987	192922452	1594	27571465	0.00745	0.00993009930099301	1.28075	3	3	0	0	3	2.90523173122281	0	1.28075	0.969	1.59251	1	2	1	2	0	0	0.04	0	0.09931	0.95	0.88481	1	0	0	0	0	0	1	2
AC-P09-TP-NT-SM-63B4Z-SM-63B51	2	193056660	204822563	593	11765903	0.00917	0.004240042400424	0.96118	2	2	0	0	2	1.88582475417437	0	0.96118	0.96118	0.96118	1	1	1	1	0	0	0.06	0.0063	0.09911	0.06	0.0063	0.09911	0	0	0	0	0	1	1
AC-P09-TP-NT-SM-63B4Z-SM-63B51	2	205969193	209218752	201	3249559	0.0109	0.001170011700117	0.66372	1	1	0	0	1	0.936947201860845	0	0.66372	0.28947	1.03797	0	1	0	1	1	0	NA	NA	NA	0.07	0	0.1388	1	0	0	0	0	0	1
AC-P09-TP-NT-SM-63B4Z-SM-63B51	2	209219971	215595183	158	6375212	0.01152	0.00230002300023	0.62177	1	1	0	0	1	0.803129500927772	0	0.62177	0.31692	0.92662	0	1	0	1	0	0	1	0.94244	1	0.11	0.02399	0.19275	1	0	0	0	0	0	1
AC-P09-TP-NT-SM-63B4Z-SM-63B51	2	215610511	242814645	1709	27204134	0.00554	0.00979009790097901	0.98598	2	2	0	0	2	1.96493509942205	0	0.98598	0.98598	0.98598	1	1	1	1	0	0	0.02	0	0.04875	0.02	0	0.04875	0	0	0	0	0	1	1
AC-P09-TP-NT-SM-63B4Z-SM-63B51	3	369943	10491127	455	10121184	0.01074	0.003640036400364	0.98625	2	2	0	0	2	1.9657963814066	0	0.98625	0.98625	0.98625	1	1	1	1	0	0	0.02	0	0.06274	0.02	0	0.06274	0	0	0	0	0	1	1
AC-P09-TP-NT-SM-63B4Z-SM-63B51	3	10861466	11374506	31	513040	0.04635	0.000180001800018	1.1111	2	2.00453	0	0	2.00453	2.3640595509297	0	1.1111	1.1111	1.1111	1	1	1.00009	1.00009	0	0	0.18	0.00553	0.55915	0.18	0.00553	0.55915	0	0	0	0	0	1.00009	1.00009
AC-P09-TP-NT-SM-63B4Z-SM-63B51	3	11383680	109056337	4207	97672657	0.00355	0.035170351703517	0.99183	2	2	0	0	2	1.98359620908733	0	0.99183	0.99183	0.99183	1	1	1	1	0	0	0.01	0	0.03805	0.01	0	0.03805	0	0	0	0	0	1	1
