sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	total_copy_ratio	modal_total_cn	expected_total_cn	total_HZ	total_amp	corrected_total_cn	rescaled_total_cn	bi.allelic	copy.ratio	hscr.a1	hscr.a2	modal.a1	modal.a2	expected.a1	expected.a2	subclonal.a1	subclonal.a2	cancer.cell.frac.a1	ccf.ci95.low.a1	ccf.ci95.high.a1	cancer.cell.frac.a2	ccf.ci95.low.a2	ccf.ci95.high.a2	LOH	HZ	SC_HZ	amp.a1	amp.a2	rescaled.cn.a1	rescaled.cn.a2
AC-P04-TR-NT-SM-63B4Q-SM-63B4P	1	69549	6741032	529	6671483	0.01198	0.002419975800242	1.11452	3	3	0	0	3	3.3534272405201	0	1.11452	0.88424	1.34481	1	2	1	2	0	0	0.81	0.65254	0.94902	0.16	0.02196	0.30954	0	0	0	0	0	1	2
AC-P04-TR-NT-SM-63B4Q-SM-63B4P	1	6885210	11199652	360	4314442	0.01416	0.001569984300157	1.08641	3	3	0	0	3	3.23478348110433	0	1.08641	0.75087	1.42194	1	2	1	2	0	1	0.09	0	0.24679	0.33	0.16357	0.47736	0	0	0	0	0	1	2
AC-P04-TR-NT-SM-63B4Q-SM-63B4P	1	11205063	13425257	280	2220194	0.015	0.000809991900080999	1.01475	3	3	0	0	3	2.93232841885835	0	1.01475	0.81144	1.21805	1	2	1	2	0	0	0.96	0.7777	1	0.1	0.00022	0.27041	0	0	0	0	0	1	2
AC-P04-TR-NT-SM-63B4Q-SM-63B4P	1	13449848	66036320	4245	52586472	0.00404	0.019079809201908	1.06455	3	3	0	0	3	3.14251907054478	0	1.06455	0.79771	1.3314	1	2	1	2	0	1	0.99	0.9188	1	0.13	0.06644	0.19217	0	0	0	0	0	1	2
AC-P04-TR-NT-SM-63B4Q-SM-63B4P	1	66062203	67786089	99	1723886	0.02352	0.000629993700062999	0.9459	3	3	0	0	3	2.64173351185814	0	0.9459	0.9459	0.9459	1	1	1	1	1	0	0.68	0.45495	0.88985	0.68	0.45495	0.88985	0	0	0	0	0	1	1
AC-P04-TR-NT-SM-63B4Q-SM-63B4P	1	67792474	76262792	241	8470318	0.01727	0.003069969300307	1.08392	3	3	0	0	3	3.22427394852001	0	1.08392	0.73663	1.43121	1	2	1	2	0	1	0.12	0.00286	0.28796	0.35	0.17075	0.50934	0	0	0	0	0	1	2
AC-P04-TR-NT-SM-63B4Q-SM-63B4P	1	76272745	86852653	327	10579908	0.01405	0.003839961600384	1.02726	3	3	0	0	3	2.98512932352898	0	1.02726	0.80397	1.25055	1	2	1	2	0	0	0.98	0.85058	1	0.04	0	0.15157	0	0	0	0	0	1	2
AC-P04-TR-NT-SM-63B4Q-SM-63B4P	1	86891090	86904673	6	13583	0.14456	0	1.43304	5	4.79834	0	0	4.79834	4.69780327214984	0	1.43304	1.14344	1.72265	2	3	1.791	2.89607	0	0	0.26	0.01218	0.92642	0.96	0.12143	0.98583	0	0	0	0	0	1.791	2.89607
AC-P04-TR-NT-SM-63B4Q-SM-63B4P	1	86909581	103548444	729	16638863	0.00949	0.00603993960060399	1.03596	3	3	0	0	3	3.02184937713685	0	1.03596	0.81309	1.25882	1	2	1	2	0	0	0.96	0.83445	1	0.02	0	0.13772	0	0	0	0	0	1	2
AC-P04-TR-NT-SM-63B4Q-SM-63B4P	1	104114804	104163239	14	48435	0.10384	1.9999800002e-05	1.5728	5	5.25231	0	0	5.25231	5.28768771953328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P04-TR-NT-SM-63B4Q-SM-63B4P	1	104164465	144923755	845	40759290	0.00899	0.014789852101479	1.05613	3	3	0	0	3	3.10698081176567	0	1.05613	0.81512	1.29715	1	2	1	2	0	0	0.96	0.8675	1	0.06	0	0.13851	0	0	0	0	0	1	2
AC-P04-TR-NT-SM-63B4Q-SM-63B4P	1	144931145	145015935	7	84790	0.09272	2.9999700003e-05	0.99157	3	2.98135	0	0	2.98135	2.83449268982038	0	0.99157	0.21227	1.77088	0	3	0.00563	2.98936	0	0	1	0.34149	1	0.06	0.00297	0.80426	1	0	0	0	0	0.00563	2.98936
AC-P04-TR-NT-SM-63B4Q-SM-63B4P	1	145021139	151849538	714	6828399	0.00981	0.002479975200248	1.06034	3	3	0	0	3	3.12474994115523	0	1.06034	1.02037	1.10032	1	2	1.17517	1.99996	1	1	0.52	0.28096	0.75303	0.35	0.11498	0.58449	0	0	0	0	0	1.17517	1.99996
AC-P04-TR-NT-SM-63B4Q-SM-63B4P	1	151861769	153362940	64	1501171	0.0419	0.000539994600053999	1.35625	4	4.02964	0	0	4.02964	4.37369604036268	0	1.35625	0.93817	1.77433	1	3	1	3	1	0	0.7	0.48093	0.89677	0.07	0	0.28622	0	0	0	0	0	1	3
AC-P04-TR-NT-SM-63B4Q-SM-63B4P	1	153391702	161029454	1386	7637752	0.00701	0.002769972300277	1.05492	3	3	0	0	3	3.10187376982711	0	1.05492	0.83992	1.26993	1	2	1	2	0	0	0.9	0.80952	0.9787	0	0	0.09792	0	0	0	0	0	1	2
AC-P04-TR-NT-SM-63B4Q-SM-63B4P	1	161042562	161059046	8	16484	0.13313	9.99990000099999e-06	1.5242	5	5.12584	0	0	5.12584	5.08256190282725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
