sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	total_copy_ratio	modal_total_cn	expected_total_cn	total_HZ	total_amp	corrected_total_cn	rescaled_total_cn	bi.allelic	copy.ratio	hscr.a1	hscr.a2	modal.a1	modal.a2	expected.a1	expected.a2	subclonal.a1	subclonal.a2	cancer.cell.frac.a1	ccf.ci95.low.a1	ccf.ci95.high.a1	cancer.cell.frac.a2	ccf.ci95.low.a2	ccf.ci95.high.a2	LOH	HZ	SC_HZ	amp.a1	amp.a2	rescaled.cn.a1	rescaled.cn.a2
AC-P07-TP-NT-SM-63B4V-SM-63B4W	1	69549	3643733	335	3574184	0.01123	0.00129005160206408	1.00221	2	2	0	0	2	2.052535644159	0	1.00221	1.00221	1.00221	1	1	1	1	0	0	0.03	0	0.09437	0.03	0	0.09437	0	0	0	0	0	1	1
AC-P07-TP-NT-SM-63B4V-SM-63B4W	1	3645951	6885210	194	3239259	0.01068	0.00117004680187207	0.72412	1	1	0	0	1	1.07215118273756	0	0.72412	0.46301	0.98522	0	1	0	1	0	0	0.92	0.79085	1	0	0	0.13946	1	0	0	0	0	0	1
AC-P07-TP-NT-SM-63B4V-SM-63B4W	1	7309618	11132185	322	3822567	0.00819	0.00138005520220809	0.71486	1	1	0	0	1	1.03950577976456	0	0.71486	0.39424	1.03547	0	1	0	1	0	0	1	0.94697	1	0.08	0.01545	0.14633	1	0	0	0	0	0	1
AC-P07-TP-NT-SM-63B4V-SM-63B4W	1	11134027	11345944	78	211917	0.01675	8.00032001280051e-05	0.71994	1	1	0	0	1	1.05741492092037	0	0.71994	0.53715	0.90273	0	1	0	1	0	0	0.79	0.48439	0.97911	0.15	0.00283	0.45349	1	0	0	0	0	0	1
AC-P07-TP-NT-SM-63B4V-SM-63B4W	1	11562844	40240615	2738	28677771	0.00397	0.0103504140165607	1.01183	2	2	0	0	2	2.08645019886745	0	1.01183	1.01183	1.01183	1	1	1	1	0	0	0.04	0.00248	0.07545	0.04	0.00248	0.07545	0	0	0	0	0	1	1
AC-P07-TP-NT-SM-63B4V-SM-63B4W	1	40309831	40366858	10	57027	0.08368	2.00008000320013e-05	1.2914	3	3.00838	0	0	3.00838	3.0720522840902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P07-TP-NT-SM-63B4V-SM-63B4W	1	40424434	144874792	3985	104450358	0.00322	0.0377115084603384	0.99129	2	2	0	0	2	2.01403804151697	0	0.99129	0.99129	0.99129	1	1	1	1	0	0	0.01	0	0.03947	0.01	0	0.03947	0	0	0	0	0	1	1
AC-P07-TP-NT-SM-63B4V-SM-63B4W	1	144876002	145115811	38	239809	0.03043	9.00036001440058e-05	0.91409	2	2	0	0	2	1.74187550269236	0	0.91409	0.28992	1.53825	0	2	0	2	0	0	1	0.78062	1	0.97	0.63515	1	1	0	0	0	0	0	2
AC-P07-TP-NT-SM-63B4V-SM-63B4W	1	145248875	249211681	6730	103962806	0.00248	0.0375415016600664	0.99064	2	2	0	0	2	2.01174651755018	0	0.99064	0.99064	0.99064	1	1	1	1	0	0	0.01	0	0.0385	0.01	0	0.0385	0	0	0	0	0	1	1
AC-P07-TP-NT-SM-63B4V-SM-63B4W	2	45912	207026132	8384	206980220	0.00219	0.0747329893195728	0.9767	2	2	0	0	2	1.96260214201631	0	0.9767	0.9767	0.9767	1	1	1	1	0	0	0.02	0	0.04934	0.02	0	0.04934	0	0	0	0	0	1	1
AC-P07-TP-NT-SM-63B4V-SM-63B4W	2	207026794	207509166	23	482372	0.04669	0.000170006800272011	1.09193	2	2.01586	0	0	2.01586	2.36883646000542	0	1.09193	1.09193	1.09193	1	1	1	1	0	0	0.18	0.00996	0.43388	0.18	0.00996	0.43388	0	0	0	0	0	1	1
AC-P07-TP-NT-SM-63B4V-SM-63B4W	2	207527872	242814645	1982	35286773	0.00455	0.0127405096203848	0.98802	2	2	0	0	2	2.00250991325328	0	0.98802	0.98802	0.98802	1	1	1	1	0	0	0	0	0.03778	0	0	0.03778	0	0	0	0	0	1	1
AC-P07-TP-NT-SM-63B4V-SM-63B4W	3	369943	160254605	7060	159884662	0.0024	0.0577323092923717	0.98326	2	2	0	0	2	1.98572890697343	0	0.98326	0.98326	0.98326	1	1	1	1	0	0	0.01	0	0.0392	0.01	0	0.0392	0	0	0	0	0	1	1
AC-P07-TP-NT-SM-63B4V-SM-63B4W	3	160474295	168840441	125	8366146	0.05812	0.00302012080483219	3.17845	7	7	0	1	9.72469890182304	9.72469890182304	0	3.17845	0.97991	5.377	1	7	1	7	0	0	0.01	0	0.2714	NA	NA	NA	0	0	0	0	1	1	8.7377571564351
AC-P07-TP-NT-SM-63B4V-SM-63B4W	3	168861552	169513335	14	651783	0.17007	0.000240009600384015	3.11228	7	6.99953	0	1	9.49142176200407	9.49142176200407	0	3.11228	1.24802	4.97655	1	7	1.3884	6.9678	0	0	0.46	0.02235	0.96216	NA	NA	NA	0	0	0	0	1	1.3884	8.03187963912737
AC-P07-TP-NT-SM-63B4V-SM-63B4W	3	169514609	183670965	482	14156356	0.02939	0.00511020440817633	3.15599	7	7	0	1	9.64551793521681	9.64551793521681	0	3.15599	0.9576	5.35438	1	7	1	7	0	0	0.05	0	0.18093	NA	NA	NA	0	0	0	0	1	1	8.697884639413
AC-P07-TP-NT-SM-63B4V-SM-63B4W	3	183679370	183754257	18	74887	0.18794	3.00012000480019e-05	3.90104	7	7	0	1	12.2721332143784	12.2721332143784	0	3.90104	0.49203	7.31004	0	7	0.5832	6.96637	0	0	0.87	0.02392	0.97735	NA	NA	NA	1	0	0	0	1	0.5832	12.1451475324035
AC-P07-TP-NT-SM-63B4V-SM-63B4W	3	183756304	194369471	610	10613167	0.02666	0.00383015320612825	3.22035	7	7	0	1	9.87241406214365	9.87241406214365	0	3.22035	1.05896	5.38174	1	7	1	7	0	0	0.13	0.0134	0.24426	NA	NA	NA	0	0	0	0	1	1	8.74611240536016
AC-P07-TP-NT-SM-63B4V-SM-63B4W	3	194371894	194380831	4	8937	0.42407	0	4.1498	7	6.90344	0	1	13.1491170635754	13.1491170635754	0	4.1498	1.29239	7.00721	1	4	1.34089	3.76061	0	0	0.54	0.01571	0.97447	NA	NA	NA	0	0	0	0	1	1.34089	11.6113458378941
AC-P07-TP-NT-SM-63B4V-SM-63B4W	3	194386974	197765487	242	3378513	0.04253	0.00122004880195208	3.23575	7	7	0	1	9.92670555304908	9.92670555304908	0	3.23575	0.8758	5.5957	1	7	1	7	0	0	0.2	0.02798	0.37549	NA	NA	NA	0	0	0	0	1	1	9.1232619960785
AC-P07-TP-NT-SM-63B4V-SM-63B4W	4	59385	68703968	1850	68644583	0.00468	0.0247909916396656	0.98091	2	2	0	0	2	1.97744416647812	0	0.98091	0.98091	0.98091	1	1	1	1	0	0	0.01	0	0.0446	0.01	0	0.0446	0	0	0	0	0	1	1
AC-P07-TP-NT-SM-63B4V-SM-63B4W	4	68725335	69520856	37	795521	0.03653	0.000290011600464019	1.08367	2	2.00021	0	0	2.00021	2.33971647851978	0	1.08367	1.08367	1.08367	1	1	1	1	0	0	0.17	0.02595	0.31722	0.17	0.02595	0.31722	0	0	0	0	0	1	1
AC-P07-TP-NT-SM-63B4V-SM-63B4W	4	69533831	191012705	3484	121478874	0.00343	0.0438617544701788	0.98597	2	2	0	0	2	1.99528279920419	0	0.98597	0.98597	0.98597	1	1	1	1	0	0	0	0	0.03745	0	0	0.03745	0	0	0	0	0	1	1
AC-P07-TP-NT-SM-63B4V-SM-63B4W	5	143556	150858965	5064	150715409	0.00282	0.0544221768870755	0.97828	2	2	0	0	2	1.96817230796635	0	0.97828	0.97828	0.97828	1	1	1	1	0	0	0.02	0	0.04763	0.02	0	0.04763	0	0	0	0	0	1	1
AC-P07-TP-NT-SM-63B4V-SM-63B4W	5	150885391	151045995	25	160604	0.04462	6.00024000960038e-05	1.08802	2	2.00621	0	0	2.00621	2.35505206198982	0	1.08802	1.08802	1.08802	1	1	1.00001	1.00001	0	0	0.18	0.00539	0.52097	0.18	0.00539	0.52097	0	0	0	0	0	1.00001	1.00001
AC-P07-TP-NT-SM-63B4V-SM-63B4W	5	151049284	176793963	854	25744679	0.00684	0.00930037201488059	0.97375	2	2	0	0	2	1.95220214862858	0	0.97375	0.97359	0.97392	1	1	1	1	0	0	0.02	0	0.06277	0.02	0	0.06205	0	0	0	0	0	1	1
AC-P07-TP-NT-SM-63B4V-SM-63B4W	5	176795819	177156520	88	360701	0.02201	0.000130005200208008	1.00655	2	2	0	0	2	2.06783597341417	0	1.00655	1.00655	1.00655	1	1	1	1	0	0	0.03	0	0.28941	0.03	0	0.28941	0	0	0	0	0	1	1
AC-P07-TP-NT-SM-63B4V-SM-63B4W	5	177161392	177465878	11	304486	0.06213	0.000110004400176007	1.00458	2	2.00022	0	0	2.00022	2.06089089308406	0	1.00458	0.48654	1.52263	0	2	0.2211	1.86727	0	0	0.88	0.06483	0.98208	0.94	0.07478	0.98366	1	0	0	0	0	0.2211	1.86727
AC-P07-TP-NT-SM-63B4V-SM-63B4W	5	177468728	180794756	256	3326028	0.0127	0.00120004800192008	0.99016	2	2	0	0	2	2.01005431523625	0	0.99016	0.99013	0.99018	1	1	1	1	0	0	0	0	0.0479	0.01	0	0.04795	0	0	0	0	0	1	1
AC-P07-TP-NT-SM-63B4V-SM-63B4W	6	345890	38790711	2498	38444821	0.00408	0.0138805552222089	0.99389	2	2	0	0	2	2.02320413738412	0	0.99389	0.99389	0.99389	1	1	1	1	0	0	0.01	0	0.04532	0.01	0	0.04532	0	0	0	0	0	1	1
AC-P07-TP-NT-SM-63B4V-SM-63B4W	6	38794049	39881548	112	1087499	0.01784	0.000390015600624025	0.91983	2	2	0	0	2	1.76211142202984	0	0.91983	0.91983	0.91983	1	1	1	1	0	0	0.12	0.00503	0.25976	0.12	0.00503	0.25976	0	0	0	0	0	1	1
AC-P07-TP-NT-SM-63B4V-SM-63B4W	6	39895192	161032673	4378	121137481	0.00303	0.0437417496699868	0.97598	2	2	0	0	2	1.96006383854541	0	0.97598	0.97598	0.97598	1	1	1	1	0	0	0.02	0	0.05067	0.02	0	0.05067	0	0	0	0	0	1	1
AC-P07-TP-NT-SM-63B4V-SM-63B4W	6	161038228	161067336	12	29108	0.0873	1.00004000160006e-05	1.47661	4	3.92616	0	0	3.92616	3.72499559776514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P07-TP-NT-SM-63B4V-SM-63B4W	6	161085221	170892713	261	9807492	0.01226	0.00354014160566423	0.96537	2	2	0	0	2	1.92265911656446	0	0.96537	0.96537	0.96537	1	1	1	1	0	0	0.04	0	0.08248	0.04	0	0.08248	0	0	0	0	0	1	1
AC-P07-TP-NT-SM-63B4V-SM-63B4W	7	540563	4800806	228	4260243	0.01335	0.0015400616024641	0.9828	2	2	0	0	2	1.98410721308924	0	0.9828	0.97985	0.98575	1	1	1	1	0	0	0.01	0	0.08996	0	0	0.08252	0	0	0	0	0	1	1
AC-P07-TP-NT-SM-63B4V-SM-63B4W	7	4821291	6370395	147	1549104	0.01235	0.000560022400896036	0.72837	1	1	0	0	1	1.08713422405886	0	0.72837	0.41295	1.04378	0	1	0	1	0	0	1	0.89355	1	0.1	0.0088	0.19223	1	0	0	0	0	0	1
AC-P07-TP-NT-SM-63B4V-SM-63B4W	7	6431613	74169854	1829	67738241	0.00471	0.0244609784391376	0.98269	2	2	0	0	2	1.98371941672563	0	0.98269	0.98269	0.98269	1	1	1	1	0	0	0.01	0	0.04208	0.01	0	0.04208	0	0	0	0	0	1	1
AC-P07-TP-NT-SM-63B4V-SM-63B4W	7	74172312	74193685	5	21373	0.11553	1.00004000160006e-05	1.26062	3	3.0097	0	0	3.0097	2.96353981070909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P07-TP-NT-SM-63B4V-SM-63B4W	7	74197921	99913436	1162	25715515	0.00587	0.00928037121484859	0.976	2	2	0	0	2	1.96013434697515	0	0.976	0.976	0.976	1	1	1	1	0	0	0.02	0	0.05539	0.02	0	0.05539	0	0	0	0	0	1	1
