sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	total_copy_ratio	modal_total_cn	expected_total_cn	total_HZ	total_amp	corrected_total_cn	rescaled_total_cn	bi.allelic	copy.ratio	hscr.a1	hscr.a2	modal.a1	modal.a2	expected.a1	expected.a2	subclonal.a1	subclonal.a2	cancer.cell.frac.a1	ccf.ci95.low.a1	ccf.ci95.high.a1	cancer.cell.frac.a2	ccf.ci95.low.a2	ccf.ci95.high.a2	LOH	HZ	SC_HZ	amp.a1	amp.a2	rescaled.cn.a1	rescaled.cn.a2
AC-P15-TR-NT-SM-63B5F-SM-63B5E	1	69549	17249225	1425	17179676	0.00562	0.00619006190061901	1.00521	2	2	0	0	2	2.08492657241197	0	1.00521	1.00498	1.00543	1	1	1	1	0	0	0.04	0	0.08821	0.04	0	0.08897	0	0	0	0	0	1	1
AC-P15-TR-NT-SM-63B5F-SM-63B5E	1	17256660	17275357	10	18697	0.04836	1.0000100001e-05	0.72315	1	0.99998	0	0	0.99998	0.820821353232417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P15-TR-NT-SM-63B5F-SM-63B5E	1	17292302	21805867	415	4513565	0.01031	0.001630016300163	0.9949	2	2	0	0	2	2.03872035809679	0	0.9949	0.9949	0.9949	1	1	1	1	0	0	0.02	0	0.08039	0.02	0	0.08039	0	0	0	0	0	1	1
AC-P15-TR-NT-SM-63B5F-SM-63B5E	1	21807448	21880604	5	73156	0.13067	3.0000300003e-05	1.38612	4	3.8318	0	0	3.8318	3.79204675619444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P15-TR-NT-SM-63B5F-SM-63B5E	1	21889689	27087466	540	5197777	0.00932	0.001870018700187	1.02673	2	2	0	0	2	2.18137252120565	0	1.02673	1.0183	1.03517	1	1	1	1	0	0	0.07	0	0.18163	0.11	0.00858	0.21778	0	0	0	0	0	1	1
AC-P15-TR-NT-SM-63B5F-SM-63B5E	1	27088726	144859878	5273	117771152	0.00289	0.042460424604246	0.99321	2	2	0	0	2	2.03114630356792	0	0.99321	0.99321	0.99321	1	1	1	1	0	0	0.02	0	0.05801	0.02	0	0.05801	0	0	0	0	0	1	1
AC-P15-TR-NT-SM-63B5F-SM-63B5E	1	144863379	145273314	48	409935	0.02806	0.000150001500015	0.92061	2	2	0	0	2	1.70577567706137	0	0.92061	0.4547	1.38653	0	2	0	2	1	0	NA	NA	NA	0.9	0.73431	0.98947	1	0	0	0	0	0	2
AC-P15-TR-NT-SM-63B5F-SM-63B5E	1	145281536	249211681	6730	103930145	0.00255	0.037470374703747	0.99095	2	2	0	0	2	2.02101768626895	0	0.99095	0.99095	0.99095	1	1	1	1	0	0	0.01	0	0.05353	0.01	0	0.05353	0	0	0	0	0	1	1
AC-P15-TR-NT-SM-63B5F-SM-63B5E	2	45912	89049546	3617	89003634	0.00343	0.032090320903209	0.97584	2	2	0	0	2	1.95329936441614	0	0.97584	0.97584	0.97584	1	1	1	1	0	0	0.02	0	0.06679	0.02	0	0.06679	0	0	0	0	0	1	1
AC-P15-TR-NT-SM-63B5F-SM-63B5E	2	89160098	96040920	124	6880822	0.0201	0.002480024800248	1.06062	2	2	0	0	2	2.3332569637994	0	1.06062	1.06062	1.06062	1	1	1	1	0	0	0.17	0.00704	0.40569	0.17	0.00704	0.40569	0	0	0	0	0	1	1
AC-P15-TR-NT-SM-63B5F-SM-63B5E	2	96049773	141533736	1744	45483963	0.00493	0.01640016400164	0.97613	2	2	0	0	2	1.95459905424654	0	0.97613	0.97605	0.97621	1	1	1	1	0	0	0.02	0	0.06812	0.02	0	0.06787	0	0	0	0	0	1	1
AC-P15-TR-NT-SM-63B5F-SM-63B5E	2	141598573	141709468	12	110895	0.04697	4.0000400004e-05	0.76969	1	1.00008	0	0	1.00008	1.02939916256595	0	0.76969	0.53007	1.00932	0	1	0.00659	1.00611	0	0	1	0.30833	1	0.05	0.00144	0.72885	1	0	0	0	0	0.00659	1.00611
AC-P15-TR-NT-SM-63B5F-SM-63B5E	2	141747163	188247965	1964	46500802	0.00484	0.016770167701677	1.01705	2	2	0	0	2	2.13798977100477	0	1.01705	1.01705	1.01705	1	1	1	1	0	0	0.07	0.01627	0.11179	0.07	0.01627	0.11179	0	0	0	0	0	1	1
AC-P15-TR-NT-SM-63B5F-SM-63B5E	2	188343466	190445164	108	2101698	0.01682	0.000760007600076001	0.82754	1	1	0	0	1	1.28866487528501	0	0.82754	0.46734	1.18774	0	1	0	1.07211	0	0	1	0.7706	1	0.45	0.16798	0.72659	1	0	0	0	0	0	1.07211
AC-P15-TR-NT-SM-63B5F-SM-63B5E	2	190532580	192012865	117	1480285	0.02565	0.000530005300053001	1.31597	3	3.21413	0	0	3.21413	3.47765626791023	0	1.31597	1.02582	1.60612	1	2	1	2.00513	0	0	0.09	0	0.40497	0.39	0.09512	0.68532	0	0	0	0	0	1	2.00513
AC-P15-TR-NT-SM-63B5F-SM-63B5E	2	192160894	193059164	39	898270	0.0273	0.000320003200032	0.80692	1	1	0	0	1	1.19625244665464	0	0.80692	0.58737	1.02648	0	1	0.00092	1.00045	0	0	0.89	0.39351	0.98893	0.09	0.00038	0.58401	1	0	0	0	0	0.00092	1.00045
