sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	total_copy_ratio	modal_total_cn	expected_total_cn	total_HZ	total_amp	corrected_total_cn	rescaled_total_cn	bi.allelic	copy.ratio	hscr.a1	hscr.a2	modal.a1	modal.a2	expected.a1	expected.a2	subclonal.a1	subclonal.a2	cancer.cell.frac.a1	ccf.ci95.low.a1	ccf.ci95.high.a1	cancer.cell.frac.a2	ccf.ci95.low.a2	ccf.ci95.high.a2	LOH	HZ	SC_HZ	amp.a1	amp.a2	rescaled.cn.a1	rescaled.cn.a2
AC-P12-TR-NB-SM-63B59-SM-63B4I	1	69549	6253051	432	6183502	0.01276	0.00223006690200706	1.24937	3	3	0	0	3	3.20121221325563	0	1.24937	0.98256	1.51619	1	2	1	2	0	0	0.05	0	0.22114	0.25	0.07758	0.41112	0	0	0	0	0	1	2
AC-P12-TR-NB-SM-63B59-SM-63B4I	1	6270318	6521657	29	251339	0.05479	9.00027000810024e-05	1.39032	4	3.99577	0	0	3.99577	3.88551823484954	0	1.39032	0.83902	1.94162	1	3	0.74049	3.05269	0	0	0.4	0.02306	0.9314	0.28	0.01305	0.89716	0	0	0	0	0	0.74049	3.05269
AC-P12-TR-NB-SM-63B59-SM-63B4I	1	6522707	11174442	405	4651735	0.01309	0.00168005040151205	1.24089	3	3	0	0	3	3.16004218797633	0	1.24089	1.1478	1.33397	1	2	1.00796	1.99992	0	0	0.35	0.04971	0.69909	0.81	0.44159	0.98289	0	0	0	0	0	1.00796	1.99992
AC-P12-TR-NB-SM-63B59-SM-63B4I	1	11175488	26691369	1475	15515881	0.00676	0.00561016830504915	1.2232	3	3	0	0	3	3.07415801967554	0	1.2232	1.00934	1.43707	1	2	1	2	0	0	0.02	0	0.10701	0.06	0	0.13984	0	0	0	0	0	1	2
AC-P12-TR-NB-SM-63B59-SM-63B4I	1	26737974	29642588	334	2904614	0.01407	0.00105003150094503	1.211	3	3	0	0	3	3.01492755877845	0	1.211	1.20585	1.21616	1	2	1.22198	1.98005	1	1	0.49	0.35309	0.62681	0.52	0.37824	0.65172	0	0	0	0	0	1.22198	1.98005
AC-P12-TR-NB-SM-63B59-SM-63B4I	1	29647266	31188079	6	1540813	0.12757	0.000560016800504015	1.4726	4	4.26481	0	0	4.26481	4.28498399899816	0	1.4726	1.14177	1.80343	1	2	1.26794	2.42287	0	0	0.34	0.0153	0.96964	0.95	0.02595	0.97831	0	0	0	0	0	1.26794	2.42287
AC-P12-TR-NB-SM-63B59-SM-63B4I	1	31194424	40240615	956	9046191	0.00814	0.00327009810294309	1.18554	3	3	0	0	3	2.89132038382434	0	1.18554	0.99554	1.37553	1	2	1	2	0	0	0.02	0	0.18862	0.91	0.73672	1	0	0	0	0	0	1	2
AC-P12-TR-NB-SM-63B59-SM-63B4I	1	40309831	40434328	22	124497	0.07208	4.00012000360011e-05	1.59356	5	4.95177	0	0	4.95177	4.87223945392544	0	1.59356	1.59356	1.59356	2	2	2.09942	2.09942	0	0	0.44	0.07492	0.82081	0.44	0.07492	0.82081	0	0	0	0	0	2.09942	2.09942
AC-P12-TR-NB-SM-63B59-SM-63B4I	1	40525790	48698106	906	8172316	0.00785	0.00295008850265508	1.11283	3	2.99997	0	0	2.99997	2.53831654678927	0	1.11283	1.10505	1.12061	1	1	1	1	1	1	0.25	0.13059	0.35987	0.29	0.16824	0.39792	0	0	0	0	0	1	1
AC-P12-TR-NB-SM-63B59-SM-63B4I	1	48703434	67804346	917	19100912	0.00794	0.00690020700621019	1.13255	3	3	0	0	3	2.63405627538687	0	1.13255	1.00211	1.26299	1	2	1	2	0	1	0	0	0.15687	0.63	0.48602	0.77111	0	0	0	0	0	1	2
AC-P12-TR-NB-SM-63B59-SM-63B4I	1	67833607	87045826	600	19212219	0.01017	0.00694020820624619	1.17286	3	3	0	0	3	2.82975954413785	0	1.17286	0.99434	1.35138	1	2	1	2	0	0	0.02	0	0.14823	0.85	0.71992	0.9604	0	0	0	0	0	1	2
