sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	total_copy_ratio	modal_total_cn	expected_total_cn	total_HZ	total_amp	corrected_total_cn	rescaled_total_cn	bi.allelic	copy.ratio	hscr.a1	hscr.a2	modal.a1	modal.a2	expected.a1	expected.a2	subclonal.a1	subclonal.a2	cancer.cell.frac.a1	ccf.ci95.low.a1	ccf.ci95.high.a1	cancer.cell.frac.a2	ccf.ci95.low.a2	ccf.ci95.high.a2	LOH	HZ	SC_HZ	amp.a1	amp.a2	rescaled.cn.a1	rescaled.cn.a2
AC-DFCI_AC_PD1-1-TP-NT-SM-9LRI9-SM-9LRIA	1	12658	1635320	362	1622662	0.01025	0.000580017400522016	0.98311	2	2	0	0	2	1.88797475388413	0	0.98311	0.98311	0.98311	1	1	1	1	0	0	0.06	0	0.39409	0.06	0	0.39409	0	0	0	0	0	1	1
AC-DFCI_AC_PD1-1-TP-NT-SM-9LRI9-SM-9LRIA	1	1635722	1636352	3	630	0.15815	0	1.38284	5	5.15896	0	0	5.15896	5.79600721398512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-DFCI_AC_PD1-1-TP-NT-SM-9LRI9-SM-9LRIA	1	1638935	16891357	1489	15252422	0.00504	0.00549016470494115	0.98016	2	2	0	0	2	1.85913354667602	0	0.98016	0.98016	0.98016	1	1	1	1	0	0	0.07	0	0.17111	0.07	0	0.17111	0	0	0	0	0	1	1
AC-DFCI_AC_PD1-1-TP-NT-SM-9LRI9-SM-9LRIA	1	16892430	16893759	5	1329	0.0543	0	0.61015	0	0.02207	1	0	0.02207	-1.75833597165377	0	0.61015	0.24292	0.97738	0	1	0.03806	1.00537	1	0	NA	NA	NA	0.08	0.01221	0.96545	1	0	0	0	0	0.03806	1.00537
AC-DFCI_AC_PD1-1-TP-NT-SM-9LRI9-SM-9LRIA	1	16895649	146398399	7435	129502750	0.00231	0.0466513995419863	1.00605	2	2	0	0	2	2.11225180247872	0	1.00605	1.00605	1.00605	1	1	1	1	0	0	0.06	0	0.15066	0.06	0	0.15066	0	0	0	0	0	1	1
AC-DFCI_AC_PD1-1-TP-NT-SM-9LRI9-SM-9LRIA	1	146400196	148007886	160	1607690	0.01518	0.000580017400522016	0.96765	2	1.99975	0	0	1.99975	1.73682727475281	0	0.96765	0.96765	0.96765	1	1	0.99981	0.99981	0	0	0.13	0.00183	0.56419	0.13	0.00183	0.56419	0	0	0	0	0	0.99981	0.99981
AC-DFCI_AC_PD1-1-TP-NT-SM-9LRI9-SM-9LRIA	1	148009422	175067599	3101	27058177	0.00355	0.00975029250877526	0.99768	2	2	0	0	2	2.03042098745096	0	0.99768	0.99768	0.99768	1	1	1	1	0	0	0.02	0	0.11912	0.02	0	0.11912	0	0	0	0	0	1	1
AC-DFCI_AC_PD1-1-TP-NT-SM-9LRI9-SM-9LRIA	1	175087828	175113604	5	25776	0.12027	1.00003000090003e-05	1.35761	5	5.20644	0	0	5.20644	5.5493415672527	0	1.35761	0.99893	1.71629	1	3	1.12787	3.20488	0	0	0.02	0.01281	0.96867	0.53	0.01688	0.97361	0	0	0	0	0	1.12787	3.20488
AC-DFCI_AC_PD1-1-TP-NT-SM-9LRI9-SM-9LRIA	1	175292552	245023730	3958	69731178	0.00313	0.0251207536226087	0.99232	2	2	0	0	2	1.97801798045589	0	0.99232	0.99232	0.99232	1	1	1	1	0	0	0.01	0	0.11358	0.01	0	0.11358	0	0	0	0	0	1	1
AC-DFCI_AC_PD1-1-TP-NT-SM-9LRI9-SM-9LRIA	1	245025986	248722318	160	3696332	0.01497	0.00133003990119704	0.9545	2	1.98638	0	0	1.98638	1.6082639273675	0	0.9545	0.90665	1.00234	1	1	0.84061	1.00005	0	0	0.43	0.05912	0.84323	0.04	0	0.51458	0	0	0	0	0	0.84061	1.00005
