sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	total_copy_ratio	modal_total_cn	expected_total_cn	total_HZ	total_amp	corrected_total_cn	rescaled_total_cn	bi.allelic	copy.ratio	hscr.a1	hscr.a2	modal.a1	modal.a2	expected.a1	expected.a2	subclonal.a1	subclonal.a2	cancer.cell.frac.a1	ccf.ci95.low.a1	ccf.ci95.high.a1	cancer.cell.frac.a2	ccf.ci95.low.a2	ccf.ci95.high.a2	LOH	HZ	SC_HZ	amp.a1	amp.a2	rescaled.cn.a1	rescaled.cn.a2
AC-P11-TP-NT-SM-63B56-SM-63B57	1	69549	1117783	60	1048234	0.06193	0.00039005460764507	1.38081	3	3	0	0	3	2.97530007944731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P11-TP-NT-SM-63B56-SM-63B57	1	1120435	1139514	3	19079	0.4614	1.00014001960274e-05	2.30217	5	5.11137	0	0	5.11137	5.63468685411923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P11-TP-NT-SM-63B56-SM-63B57	1	1153925	1848262	121	694337	0.03993	0.000260036405096714	1.26414	3	2.99996	0	0	2.99996	2.63854717612941	0	1.26414	1.26274	1.26554	1	1	1	1	1	1	0.32	0.22069	0.40416	0.32	0.22437	0.40806	0	0	0	0	0	1	1
AC-P11-TP-NT-SM-63B56-SM-63B57	1	1849780	2337990	48	488210	0.05246	0.000180025203528494	1.04552	2	2	0	0	2	2.00752875045565	0	1.04552	0.69889	1.39215	1	1	0.55296	1.45498	1	1	0.5	0.04743	0.94071	0.5	0.04942	0.9427	0	0	0	0	0	0.55296	1.45498
AC-P11-TP-NT-SM-63B56-SM-63B57	1	2409987	2447078	17	37091	0.1126	1.00014001960274e-05	1.33619	3	2.97625	0	0	2.97625	2.84651020590617	0	1.33619	0	2.67238	0	3	0.06929	3.04525	0	1	1	0.12139	0.98944	0.35	0.01594	0.96159	1	0	0	0	0	0.06929	3.04525
AC-P11-TP-NT-SM-63B56-SM-63B57	1	2451806	16918428	1151	14466622	0.01288	0.0053207449042866	1.25779	3	3	0	0	3	2.62021872034756	0	1.25779	1.25779	1.25779	1	1	1	1	1	1	0.31	0.24907	0.36121	0.31	0.24907	0.36121	0	0	0	0	0	1	1
AC-P11-TP-NT-SM-63B56-SM-63B57	1	17250896	17331959	38	81063	0.10315	3.00042005880823e-05	1.83123	4	4.06623	0	0	4.06623	4.27537930043338	0	1.83123	1.83123	1.83123	2	2	1.97185	1.97185	1	1	0.14	0.01047	0.95183	0.14	0.01047	0.95183	0	0	0	0	0	1.97185	1.97185
AC-P11-TP-NT-SM-63B56-SM-63B57	1	17349163	54870279	3495	37521116	0.0073	0.0137919308703218	1.24149	3	3	0	0	3	2.57317087322249	0	1.24149	1.24149	1.24149	1	1	1	1	1	1	0.29	0.2375	0.32603	0.29	0.2375	0.32603	0	0	0	0	0	1	1
AC-P11-TP-NT-SM-63B56-SM-63B57	1	55058248	55089009	15	30761	0.17459	1.00014001960274e-05	1.94749	5	4.58473	0	0	4.58473	4.61094879164567	0	1.94749	1.94749	1.94749	2	2	2.00193	2.00193	1	1	0.31	0.02779	0.66851	0.31	0.02779	0.66851	0	0	0	0	0	2.00193	2.00193
AC-P11-TP-NT-SM-63B56-SM-63B57	1	55130876	67592885	522	12462009	0.01924	0.00458064128978057	1.26477	3	3	0	0	3	2.64036558985265	0	1.26477	1.26477	1.26477	1	1	1	1	1	1	0.32	0.23709	0.39331	0.32	0.23709	0.39331	0	0	0	0	0	1	1
AC-P11-TP-NT-SM-63B56-SM-63B57	1	67635172	67880935	24	245763	0.13585	9.0012601764247e-05	1.91678	5	4.50276	0	0	4.50276	4.52230833856525	0	1.91678	1.91678	1.91678	2	2	2.00001	2.00001	1	1	0.26	0.02515	0.55396	0.26	0.02515	0.55396	0	0	0	0	0	2.00001	2.00001
AC-P11-TP-NT-SM-63B56-SM-63B57	1	67889943	86375659	528	18485716	0.01958	0.00680095213329866	1.29487	3	3	0	0	3	2.72724535662962	0	1.29487	1.29487	1.29487	1	1	1	1	1	1	0.36	0.29558	0.42121	0.36	0.29558	0.42121	0	0	0	0	0	1	1
AC-P11-TP-NT-SM-63B56-SM-63B57	1	86430718	86852653	20	421935	0.11397	0.000160022403136439	1.4672	3	3.08009	0	0	3.08009	3.22465366921016	0	1.4672	1.4672	1.4672	2	2	1.9067	1.9067	1	1	0.61	0.19503	0.94408	0.61	0.19503	0.94408	0	0	0	0	0	1.9067	1.9067
AC-P11-TP-NT-SM-63B56-SM-63B57	1	86891090	86896598	3	5508	0.50485	0	2.51926	6	5.40033	0	0	5.40033	6.26128913217941	0	2.51926	2.51926	2.51926	2	2	2.48309	2.48309	1	1	0.13	0.01303	0.96758	0.13	0.01303	0.96758	0	0	0	0	0	2.48309	2.48309
AC-P11-TP-NT-SM-63B56-SM-63B57	1	86900314	87100055	34	199741	0.0875	7.00098013721921e-05	1.46865	3	3.01628	0	0	3.01628	3.2288389071446	0	1.46865	1.46865	1.46865	2	2	1.99999	1.99999	1	1	0.61	0.41256	0.80625	0.61	0.41256	0.80625	0	0	0	0	0	1.99999	1.99999
AC-P11-TP-NT-SM-63B56-SM-63B57	1	87101712	87104629	3	2917	0.48861	0	2.43813	5	5.30226	0	0	5.30226	6.0271178538201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P11-TP-NT-SM-63B56-SM-63B57	1	87185253	91989794	176	4804541	0.03703	0.00177024783469686	1.41394	3	3	0	0	3	3.07092555032175	0	1.41394	1.26117	1.56671	1	2	1	2	1	1	0.31	0.08578	0.54011	0.76	0.52011	0.95456	0	0	0	0	0	1	2
AC-P11-TP-NT-SM-63B56-SM-63B57	1	92163666	92224238	12	60572	0.08273	2.00028003920549e-05	0.82369	1	1.1696	0	0	1.1696	1.36724507390634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P11-TP-NT-SM-63B56-SM-63B57	1	92327057	94342620	130	2015563	0.03843	0.000740103614506031	1.26092	3	2.99996	0	0	2.99996	2.62925306154397	0	1.26092	1.26092	1.26092	1	1	1	1	1	1	0.31	0.19626	0.42296	0.31	0.19626	0.42296	0	0	0	0	0	1	1
AC-P11-TP-NT-SM-63B56-SM-63B57	1	94354630	94367182	4	12552	0.40257	0	2.31943	5	5.25136	0	0	5.25136	5.684505617394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P11-TP-NT-SM-63B56-SM-63B57	1	94463541	94502803	18	39262	0.28694	1.00014001960274e-05	3.50846	7	6.96262	0	1	9.11648731476328	9.11648731476328	0	3.50846	3.50846	3.50846	4	4	4.25978	4.25978	1	1	0.56	0.04067	0.96422	0.56	0.04067	0.96422	0	0	0	0	0	4.25978	4.25978
AC-P11-TP-NT-SM-63B56-SM-63B57	1	94508385	107973306	393	13464921	0.02285	0.00495069309703359	1.30383	3	3	0	0	3	2.75310724069346	0	1.30383	1.29842	1.30924	1	1	1	1	1	1	0.37	0.28625	0.44086	0.38	0.302	0.45686	0	0	0	0	0	1	1
AC-P11-TP-NT-SM-63B56-SM-63B57	1	107979353	108247221	7	267868	0.2216	0.000100014001960274	1.68822	4	3.87002	0	0	3.87002	3.86259938525817	0	1.68822	1.68822	1.68822	2	2	1.84077	1.84077	1	1	0.93	0.0581	0.9824	0.93	0.0581	0.9824	0	0	0	0	0	1.84077	1.84077
AC-P11-TP-NT-SM-63B56-SM-63B57	1	108293781	109779091	126	1485310	0.03872	0.000550077010781509	1.2509	3	2.99963	0	0	2.99963	2.6003316242315	0	1.2509	1.2509	1.2509	1	1	1	1	1	1	0.3	0.22683	0.36353	0.3	0.22683	0.36353	0	0	0	0	0	1	1
AC-P11-TP-NT-SM-63B56-SM-63B57	1	109780431	109805826	8	25395	0.22756	1.00014001960274e-05	1.85357	4	4.30044	0	0	4.30044	4.33986082833362	0	1.85357	1.85357	1.85357	2	2	2.00205	2.00205	1	1	0.17	0.00473	0.66855	0.17	0.00473	0.66855	0	0	0	0	0	2.00205	2.00205
AC-P11-TP-NT-SM-63B56-SM-63B57	1	109806843	110173669	88	366826	0.04399	0.000130018202548357	1.18743	2	2.01073	0	0	2.01073	2.41713365754267	0	1.18743	1.18743	1.18743	1	1	1	1	1	1	0.21	0.05434	0.35667	0.21	0.05434	0.35667	0	0	0	0	0	1	1
AC-P11-TP-NT-SM-63B56-SM-63B57	1	110199371	110235872	18	36501	0.13912	1.00014001960274e-05	1.69951	4	3.94694	0	0	3.94694	3.895186513727	0	1.69951	1.69951	1.69951	2	2	1.82199	1.82199	1	1	0.95	0.04704	0.98161	0.95	0.04704	0.98161	0	0	0	0	0	1.82199	1.82199
AC-P11-TP-NT-SM-63B56-SM-63B57	1	110255277	110260003	6	4726	0.54573	0	3.85275	7	6.59065	0	1	10.1102359826583	10.1102359826583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P11-TP-NT-SM-63B56-SM-63B57	1	110280133	110282082	5	1949	0.33803	0	2.17728	5	5.03583	0	0	5.03583	5.27420798126956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P11-TP-NT-SM-63B56-SM-63B57	1	110294339	110919677	67	625338	0.05517	0.000230032204508631	1.29953	3	2.99993	0	0	2.99993	2.74069584543961	0	1.29953	1.24591	1.35315	1	1	1.00001	1.04188	1	1	0.29	0.04973	0.5516	0.45	0.18072	0.70568	0	0	0	0	0	1.00001	1.04188
AC-P11-TP-NT-SM-63B56-SM-63B57	1	110923684	116605442	178	5681758	0.03058	0.00209029264096974	1.17381	2	2	0	0	2	2.37782128466884	0	1.17381	1.17381	1.17381	1	1	1	1	1	1	0.19	0.12022	0.24803	0.19	0.12022	0.24803	0	0	0	0	0	1	1
AC-P11-TP-NT-SM-63B56-SM-63B57	1	116663622	116675869	5	12247	0.38239	0	2.46338	6	5.5861	0	0	5.5861	6.09999872129912	0	2.46338	2.46338	2.46338	3	3	2.69955	2.69955	1	1	0.05	0.00966	0.95339	0.05	0.00966	0.95339	0	0	0	0	0	2.69955	2.69955
AC-P11-TP-NT-SM-63B56-SM-63B57	1	116927434	145706721	404	28779287	0.02317	0.010581481407397	1.34022	3	3	0	0	3	2.85814228099292	0	1.34022	1.32619	1.35425	1	1	1	1	1	1	0.41	0.30111	0.50675	0.45	0.34155	0.54722	0	0	0	0	0	1	1
AC-P11-TP-NT-SM-63B56-SM-63B57	1	145748462	145763596	7	15134	0.26595	1.00014001960274e-05	2.02662	5	4.73317	0	0	4.73317	4.83934732802645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P11-TP-NT-SM-63B56-SM-63B57	1	145765401	151534603	525	5769202	0.02051	0.00212029684155782	1.35229	3	3	0	0	3	2.89298077883338	0	1.35229	1.35229	1.35229	1	1	1	1	1	1	0.45	0.34196	0.54085	0.45	0.34196	0.54085	0	0	0	0	0	1	1
AC-P11-TP-NT-SM-63B56-SM-63B57	1	151542189	151553467	3	11278	0.50456	0	2.5178	6	5.39867	0	0	5.39867	6.25707503053508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P11-TP-NT-SM-63B56-SM-63B57	1	151630806	151804220	48	173414	0.07592	6.00084011761647e-05	1.51431	3	3.05969	0	0	3.05969	3.36063060651458	0	1.51431	1.51431	1.51431	2	2	1.82016	1.82016	1	1	0.68	0.10136	0.9734	0.68	0.10136	0.9734	0	0	0	0	0	1.82016	1.82016
AC-P11-TP-NT-SM-63B56-SM-63B57	1	151820275	153330834	67	1510559	0.0942	0.000560078410977537	2.22105	5	5.15787	0	0	5.15787	5.40054443946981	0	2.22105	2.22105	2.22105	3	3	3	3	1	1	0.7	0.45702	0.92207	0.7	0.45702	0.92207	0	0	0	0	0	3	3
