sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	total_copy_ratio	modal_total_cn	expected_total_cn	total_HZ	total_amp	corrected_total_cn	rescaled_total_cn	bi.allelic	copy.ratio	hscr.a1	hscr.a2	modal.a1	modal.a2	expected.a1	expected.a2	subclonal.a1	subclonal.a2	cancer.cell.frac.a1	ccf.ci95.low.a1	ccf.ci95.high.a1	cancer.cell.frac.a2	ccf.ci95.low.a2	ccf.ci95.high.a2	LOH	HZ	SC_HZ	amp.a1	amp.a2	rescaled.cn.a1	rescaled.cn.a2
AC-P09-TR-NT-SM-63B52-SM-63B51	1	69549	6692996	517	6623447	0.00979	0.00239009560382415	1.00679	2	2	0	0	2	2.03318952334671	0	1.00679	1.00679	1.00679	1	1	1	1	0	0	0.02	0	0.05153	0.02	0	0.05153	0	0	0	0	0	1	1
AC-P09-TR-NT-SM-63B52-SM-63B51	1	6697328	7798280	22	1100952	0.04213	0.000400016000640026	0.89354	2	2	0	0	2	1.69296772113477	0	0.89354	0.89354	0.89354	1	1	0.9891	0.9891	0	0	0.15	0.00465	0.74643	0.15	0.00465	0.74643	0	0	0	0	0	0.9891	0.9891
AC-P09-TR-NT-SM-63B52-SM-63B51	1	7806027	16343635	763	8537608	0.00806	0.0030801232049282	1.00771	2	2	0	0	2	2.03595335608874	0	1.00771	1.00771	1.00771	1	1	1	1	0	0	0.02	0	0.05361	0.02	0	0.05361	0	0	0	0	0	1	1
AC-P09-TR-NT-SM-63B52-SM-63B51	1	16351321	16359707	16	8386	0.07642	0	1.38482	3	3.00249	0	0	3.00249	3.16885440537918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P09-TR-NT-SM-63B52-SM-63B51	1	16373093	16918428	92	545335	0.02268	0.000200008000320013	0.98407	2	2	0	0	2	1.96493487128264	0	0.98407	0.98407	0.98407	1	1	1	1	0	0	0.02	0	0.09486	0.02	0	0.09486	0	0	0	0	0	1	1
AC-P09-TR-NT-SM-63B52-SM-63B51	1	17250896	17275357	11	24461	0.08624	1.00004000160006e-05	1.2955	3	2.99859	0	0	2.99859	2.90052229612028	0	1.2955	0.79826	1.79274	1	2	0.81723	2.03726	0	0	0.3	0.01395	0.9342	0.2	0.00936	0.91441	0	0	0	0	0	0.81723	2.03726
AC-P09-TR-NT-SM-63B52-SM-63B51	1	17292302	152384640	7007	135092338	0.00266	0.0487419496779871	1.00763	2	2	0	0	2	2.03571302280682	0	1.00763	1.00763	1.00763	1	1	1	1	0	0	0.02	0	0.04399	0.02	0	0.04399	0	0	0	0	0	1	1
AC-P09-TR-NT-SM-63B52-SM-63B51	1	152538544	153362940	47	824396	0.04003	0.000300012000480019	1.24278	3	3	0	0	3	2.74214266333783	0	1.24278	1.24278	1.24278	1	1	1	1	1	1	0.37	0.27335	0.45858	0.37	0.27335	0.45858	0	0	0	0	0	1	1
AC-P09-TR-NT-SM-63B52-SM-63B51	1	153391702	161561975	1524	8170273	0.00564	0.00295011800472019	0.9969	2	2	0	0	2	2.00347832136988	0	0.9969	0.9969	0.9969	1	1	1	1	0	0	0	0	0.03396	0	0	0.03396	0	0	0	0	0	1	1
AC-P09-TR-NT-SM-63B52-SM-63B51	1	161569499	161599696	4	30197	0.14407	1.00004000160006e-05	1.30502	3	2.9994	0	0	2.9994	2.92912195666825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P09-TR-NT-SM-63B52-SM-63B51	1	161640051	249211681	4405	87571630	0.00334	0.031591263650546	1.00338	2	2	0	0	2	2.02294531720505	0	1.00338	1.00338	1.00338	1	1	1	1	0	0	0.01	0	0.03826	0.01	0	0.03826	0	0	0	0	0	1	1
AC-P09-TR-NT-SM-63B52-SM-63B51	2	45912	8928859	128	8882947	0.01931	0.00320012800512021	0.98845	2	2	0	0	2	1.97809311846753	0	0.98845	0.98845	0.98845	1	1	1	1	0	0	0.01	0	0.06398	0.01	0	0.06398	0	0	0	0	0	1	1
AC-P09-TR-NT-SM-63B52-SM-63B51	2	8931271	9552465	48	621194	0.03537	0.000220008800352014	1.10919	2	2	0	0	2	2.34081612419882	0	1.10919	1.10919	1.10919	1	1	1	1	0	0	0.17	0.00505	0.48238	0.17	0.00505	0.48238	0	0	0	0	0	1	1
AC-P09-TR-NT-SM-63B52-SM-63B51	2	9558790	54001470	2013	44442680	0.00496	0.016030641225649	1.00765	2	2	0	0	2	2.0357731061273	0	1.00765	1.00765	1.00765	1	1	1	1	0	0	0.02	0	0.04677	0.02	0	0.04677	0	0	0	0	0	1	1
AC-P09-TR-NT-SM-63B52-SM-63B51	2	54024690	54102827	16	78137	0.03854	3.00012000480019e-05	0.69603	1	1	0	0	1	1.09961488974511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P09-TR-NT-SM-63B52-SM-63B51	2	54115060	97757320	1709	43642260	0.00535	0.015740629625185	1.00035	2	2	0	0	2	2.01384269415249	0	1.00035	1.00035	1.00035	1	1	1	1	0	0	0.01	0	0.03722	0.01	0	0.03722	0	0	0	0	0	1	1
AC-P09-TR-NT-SM-63B52-SM-63B51	2	97783857	98177163	9	393306	0.05732	0.000140005600224009	0.77699	1	1.01579	0	0	1.01579	1.34283217104382	0	0.77699	0.77699	0.77699	1	1	0.94383	0.94383	0	0	0.33	0.02063	0.82798	0.33	0.02063	0.82798	0	0	0	0	0	0.94383	0.94383
AC-P09-TR-NT-SM-63B52-SM-63B51	2	98263566	120020773	881	21757207	0.00741	0.0078503140125605	0.99506	2	2	0	0	2	1.99795065588581	0	0.99506	0.99506	0.99506	1	1	1	1	0	0	0	0	0.03588	0	0	0.03588	0	0	0	0	0	1	1
AC-P09-TR-NT-SM-63B52-SM-63B51	2	120125190	120925062	67	799872	0.02683	0.000290011600464019	0.99374	2	2	0	0	2	1.99398515673421	0	0.99374	0.27998	1.70749	0	2	0.05215	1.97878	0	0	1	0.16494	0.98848	0.07	0.00489	0.8758	1	0	0	0	0	0.05215	1.97878
AC-P09-TR-NT-SM-63B52-SM-63B51	2	120932449	133721367	354	12788918	0.01183	0.0046101844073763	1.00737	2	2	0	0	2	2.0349319396406	0	1.00737	1.00737	1.00737	1	1	1	1	0	0	0.02	0	0.0691	0.02	0	0.0691	0	0	0	0	0	1	1
AC-P09-TR-NT-SM-63B52-SM-63B51	2	135028038	143799678	263	8771640	0.01778	0.0031601264050562	1.30633	3	3	0	0	3	2.93305741415962	0	1.30633	0.95429	1.65837	1	2	1	2	0	0	0.06	0	0.17709	1	0.86037	1	0	0	0	0	0	1	2
