sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	total_copy_ratio	modal_total_cn	expected_total_cn	total_HZ	total_amp	corrected_total_cn	rescaled_total_cn	bi.allelic	copy.ratio	hscr.a1	hscr.a2	modal.a1	modal.a2	expected.a1	expected.a2	subclonal.a1	subclonal.a2	cancer.cell.frac.a1	ccf.ci95.low.a1	ccf.ci95.high.a1	cancer.cell.frac.a2	ccf.ci95.low.a2	ccf.ci95.high.a2	LOH	HZ	SC_HZ	amp.a1	amp.a2	rescaled.cn.a1	rescaled.cn.a2
AC-P10-TR-NT-SM-63B55-SM-63B54	1	69549	13425257	1167	13355708	0.00973	0.00485048504850485	1.0109	4	4.00762	0	0	4.00762	4.03762	0	1.0109	1.0109	1.0109	2	2	2	2	0	0	0.02	0	0.2911	0.02	0	0.2911	0	0	0	0	0	2	2
AC-P10-TR-NT-SM-63B55-SM-63B54	1	13449848	15802995	53	2353147	0.0394	0.00086008600860086	0.87194	2	1.76727	0	0	1.76727	1.008292	0	0.87194	0.55912	1.18477	0	3	0.52114	3.1599	0	0	1	0.03328	0.9835	0.91	0.01741	0.97563	1	0	0	0	0	0.52114	3.1599
AC-P10-TR-NT-SM-63B55-SM-63B54	1	15808823	16785360	169	976537	0.02625	0.00035003500350035	1.03792	5	4.74943	0	0	4.74943	4.626656	0	1.03792	1.03792	1.03792	2	2	2.03243	2.03243	0	0	0.31	0.02042	0.77731	0.31	0.02042	0.77731	0	0	0	0	0	2.03243	2.03243
AC-P10-TR-NT-SM-63B55-SM-63B54	1	16892217	16895649	8	3432	0.0704	0	0.60432	1	0.82626	0	0	0.82626	-4.825824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P10-TR-NT-SM-63B55-SM-63B54	1	16901084	27159017	1003	10257933	0.01053	0.00373037303730373	1.01372	4	4.02364	0	0	4.02364	4.099096	0	1.01372	1.01372	1.01372	2	2	2	2	0	0	0.05	0	0.31928	0.05	0	0.31928	0	0	0	0	0	2	2
AC-P10-TR-NT-SM-63B55-SM-63B54	1	27176860	27226707	17	49847	0.07672	2.000200020002e-05	0.96183	4	4.12411	0	0	4.12411	2.967894	0	0.96183	0.96183	0.96183	2	2	1.6034	1.6034	0	0	0.52	0.01708	0.97326	0.52	0.01708	0.97326	0	0	0	0	0	1.6034	1.6034
AC-P10-TR-NT-SM-63B55-SM-63B54	1	27240165	27269458	5	29293	0.20324	1.000100010001e-05	1.38308	7	5.96492	0	1	12.151144	12.151144	0	1.38308	1.38308	1.38308	3	3	3.39442	3.39442	0	0	0.08	0.01493	0.97403	0.08	0.01493	0.97403	0	0	0	0	0	3.39442	3.39442
AC-P10-TR-NT-SM-63B55-SM-63B54	1	27272117	43393377	1442	16121260	0.0086	0.00586058605860586	0.99303	4	3.90677	0	0	3.90677	3.648054	0	0.99303	0.99303	0.99303	2	2	2	2	0	0	0.18	0.00842	0.42211	0.18	0.00842	0.42211	0	0	0	0	0	2	2
AC-P10-TR-NT-SM-63B55-SM-63B54	1	43395357	43613688	5	218331	0.10224	8.000800080008e-05	0.69424	2	2.14762	0	0	2.14762	-2.865568	0	0.69424	0.69424	0.69424	0	0	0.14181	0.14181	0	0	1	0.07711	0.9886	1	0.07711	0.9886	1	1	0	0	0	0.14181	0.14181
AC-P10-TR-NT-SM-63B55-SM-63B54	1	43630138	47283843	626	3653705	0.01295	0.00133013301330133	0.98515	4	3.5741	0	0	3.5741	3.47627	0	0.98515	0.98515	0.98515	2	2	1.99948	1.99948	0	0	0.26	0.01835	0.61183	0.26	0.01835	0.61183	0	0	0	0	0	1.99948	1.99948
