sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	total_copy_ratio	modal_total_cn	expected_total_cn	total_HZ	total_amp	corrected_total_cn	rescaled_total_cn	bi.allelic	copy.ratio	hscr.a1	hscr.a2	modal.a1	modal.a2	expected.a1	expected.a2	subclonal.a1	subclonal.a2	cancer.cell.frac.a1	ccf.ci95.low.a1	ccf.ci95.high.a1	cancer.cell.frac.a2	ccf.ci95.low.a2	ccf.ci95.high.a2	LOH	HZ	SC_HZ	amp.a1	amp.a2	rescaled.cn.a1	rescaled.cn.a2
AC-P14-TP-NB-SM-63B5C-SM-63B4H	1	69549	144859878	7675	144790329	0.0024	0.0519805198051981	1.00573	2	2.00016	0	0	2.00016	2.1146	0	1.00573	1.00573	1.00573	1	1	1	1	0	0	0.06	0	0.26447	0.06	0	0.26447	0	0	0	0	0	1	1
AC-P14-TP-NB-SM-63B5C-SM-63B4H	1	144863379	145273314	48	409935	0.03116	0.000150001500015	1.03343	3	2.80626	0	0	2.80626	2.6686	0	1.03343	0.40323	1.66363	0	7	0	6.73746	1	0	NA	NA	NA	NA	NA	NA	1	0	0	0	1	0	7.6363
AC-P14-TP-NB-SM-63B5C-SM-63B4H	1	145281536	249211681	6731	103930145	0.00256	0.037310373103731	1.00351	2	2.00006	0	0	2.00006	2.0702	0	1.00351	1.00351	1.00351	1	1	1	1	0	0	0.04	0	0.24823	0.04	0	0.24823	0	0	0	0	0	1	1
AC-P14-TP-NB-SM-63B5C-SM-63B4H	2	45912	179526527	7103	179480615	0.00248	0.0644306443064431	1.00051	2	2.00001	0	0	2.00001	2.0102	0	1.00051	1.00047	1.00055	1	1	1	1	0	0	0	0	0.22716	0.01	0	0.22773	0	0	0	0	0	1	1
AC-P14-TP-NB-SM-63B5C-SM-63B4H	2	179527497	179528034	3	537	0.07869	0	0.65076	1	1.02191	0	0	1.02191	-4.9848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P14-TP-NB-SM-63B5C-SM-63B4H	2	179528395	242814645	3292	63286250	0.00365	0.022720227202272	1.00208	2	2.00006	0	0	2.00006	2.0416	0	1.00208	1.00208	1.00208	1	1	1	1	0	0	0.02	0	0.23888	0.02	0	0.23888	0	0	0	0	0	1	1
AC-P14-TP-NB-SM-63B5C-SM-63B4H	3	369943	113804635	4957	113434692	0.00285	0.040720407204072	0.95903	1	1.00124	0	0	1.00124	1.1806	0	0.95903	0.95865	0.95941	1	1	0.99914	0.99953	1	1	0.41	0.18921	0.62809	0.41	0.18162	0.62041	0	0	0	0	0	0.99914	0.99953
AC-P14-TP-NB-SM-63B5C-SM-63B4H	3	113850105	158364019	2019	44513914	0.00493	0.015980159801598	1.05965	3	3.00239	0	0	3.00239	3.193	0	1.05965	0.88499	1.23431	0	3	0	3.00032	0	0	1	0.75426	1	0.34	0.06853	0.6281	1	0	0	0	0	0	3.00032
AC-P14-TP-NB-SM-63B5C-SM-63B4H	3	158366887	182937677	644	24570790	0.0089	0.00882008820088201	1.08202	4	3.89118	0	0	3.89118	3.6404	0	1.08202	1.03131	1.13273	1	2	1.27181	2.18429	0	0	0.31	0.01471	0.95774	0.33	0.01518	0.95863	0	0	0	0	0	1.27181	2.18429
AC-P14-TP-NB-SM-63B5C-SM-63B4H	3	182941931	197765487	963	14823556	0.00756	0.00532005320053201	1.12358	4	4.37472	0	0	4.37472	4.4716	0	1.12358	0.88608	1.36108	0	5	0	4.84373	0	0	1	0.64222	1	0.61	0.22126	0.93536	1	0	0	0	0	0	4.84373
