Chromosome	Start.bp	End.bp	n_probes	length	n_hets	f	tau	sigma.tau	mu.minor	sigma.minor	mu.major	sigma.major	SegLabelCNLOH
1	69549	6692996	517	6623447	100	0.499999974143631	2.01357799388514	0.00978628409973839	1.00678894487875	0.00848851392242513	1.00678904900639	0.00848851392242513	2
1	6697328	7798280	22	1100952	1	0.5	1.78707913563591	0.042128342854742	0.893539567817955	0.192116443290416	0.893539567817955	0.192116443290416	2
1	7806027	16343635	763	8537608	94	0.499999999281569	2.01541123897663	0.00806295556581737	1.00770561804038	0.00864107956741935	1.00770562093625	0.00864107956741935	2
1	16351321	16359707	16	8386	0	NA	2.76964533757682	0.0764232819409563	NA	NA	NA	NA	2
1	16373093	16918428	92	545335	16	0.5	1.96814222931019	0.0226778696950651	0.984071114655097	0.0239867573792633	0.984071114655097	0.0239867573792633	2
1	17250896	17275357	11	24461	2	0.308090205092316	2.59100686838155	0.0862445531842781	0.79826383747527	0.285347351663722	1.79274303090628	0.285347351663722	2
1	17292302	152384640	7007	135092338	784	0.499999999745235	2.01525495338789	0.00266046131967514	1.00762747618053	0.00164503477549969	1.00762747720736	0.00164503477549969	2
1	152538544	153362940	47	824396	25	0.499999999999998	2.48555539320061	0.0400311790964206	1.2427776966003	0.0297561334328687	1.24277769660031	0.0297561334328687	2
1	153391702	161561975	1524	8170273	154	0.499999993323148	1.99380733051019	0.00564422986846839	0.996903651942738	0.00536298966036709	0.99690367856745	0.00536298966036709	2
1	161569499	161599696	4	30197	0	NA	2.61003566418851	0.14406710574223	NA	NA	NA	NA	2
1	161640051	249211681	4405	87571630	568	0.499999999016737	2.00675898007404	0.00334136197029667	1.00337948806385	0.00230643082721795	1.00337949201019	0.00230643082721795	2
2	45912	8928859	128	8882947	31	0.500000000000002	1.97690018919402	0.0193112596077408	0.988450094597015	0.0152664943128148	0.988450094597008	0.0152664943128148	2
2	8931271	9552465	48	621194	5	0.5	2.21837358061869	0.0353694643567264	1.10918679030935	0.103980711022739	1.10918679030935	0.103980711022739	2
2	9558790	54001470	2013	44442680	167	0.499999999999989	2.01529796621931	0.00496375512090697	1.00764898310963	0.00457104655287598	1.00764898310968	0.00457104655287598	2
2	54024690	54102827	16	78137	0	NA	1.39205507099202	0.0385355530133638	NA	NA	NA	NA	2
2	54115060	97757320	1709	43642260	183	0.500000000000006	2.00069216740371	0.00534830844285798	1.00034608370187	0.00472659688961564	1.00034608370184	0.00472659688961564	2
2	97783857	98177163	9	393306	1	0.5	1.55398397882875	0.0573187570119796	0.776991989414377	0.174415440110495	0.776991989414377	0.174415440110495	2
2	98263566	120020773	881	21757207	100	0.499999999999986	1.99011769460912	0.00740983348999364	0.995058847304534	0.00670496920038698	0.99505884730459	0.00670496920038698	2
2	120125190	120925062	67	799872	1	0.140873721293171	1.98747127643184	0.026833895904204	0.279982474674243	0.280633766398593	1.7074888017576	0.280633766398593	1
2	120932449	133721367	354	12788918	40	0.499999993845387	2.01473006450309	0.0118333784671914	1.00736501985166	0.0153476986654745	1.00736504465143	0.0153476986654745	2
2	135028038	143799678	263	8771640	25	0.365256757752977	2.61265753689449	0.0177849023666396	0.95429082104496	0.0381704823616766	1.65836671584953	0.0381704823616766	2
2	143959736	152739824	216	8780088	17	0.159935821529235	1.93985536199374	0.0145885213916767	0.31025236096836	0.0252456665696867	1.62960300102538	0.0252456665696867	2
2	152977201	162274263	307	9297062	24	0.395166437666472	2.64922571444038	0.0166907503752916	1.04688508814982	0.0384428810745022	1.60234062629056	0.0384428810745022	2
2	162275481	169826639	308	7551158	27	0.359736601272049	2.54232294999762	0.0159935137484824	0.914566617368075	0.036958993346898	1.62775633262955	0.036958993346898	1
2	169830287	179296902	558	9466615	44	0.394071071113681	2.65468754254552	0.0124056448744561	1.04613556336306	0.0294006694359747	1.60855197918246	0.0294006694359747	2
2	179306383	183731041	444	4424658	43	0.365354122616799	2.4585770651869	0.0128834913497463	0.898251266537145	0.0283279513186512	1.56032579864975	0.0283279513186512	2
2	183791588	188332569	91	4540981	7	0.5	2.71187055001083	0.0313790679986268	1.35593527500542	0.0584988104977648	1.35593527500542	0.0584988104977648	2
2	188348896	193059164	263	4710268	27	0.368546224782271	2.5616665906649	0.017438999870399	0.944092551140421	0.0357985078125374	1.61757403952448	0.0357985078125374	2
