Chromosome	Start.bp	End.bp	n_probes	length	n_hets	f	tau	sigma.tau	mu.minor	sigma.minor	mu.major	sigma.major	SegLabelCNLOH
1	69549	17249225	1425	17179676	150	0.499886574523856	2.01041266918514	0.0056204525515182	1.00497830257832	0.00570869501678705	1.00543436660682	0.00570869501678705	2
1	17256660	17275357	10	18697	0	NA	1.44630066454473	0.0483559303435598	NA	NA	NA	NA	2
1	17292302	21805867	415	4513565	50	0.499999999999998	1.98980311582764	0.0103086255506304	0.994901557913819	0.0102221334162348	0.994901557913826	0.0102221334162348	2
1	21807448	21880604	5	73156	0	NA	2.77223177212745	0.130669782556245	NA	NA	NA	NA	2
1	21889689	27087466	540	5197777	56	0.495892430292423	2.05346993397635	0.00932485423319741	1.01830019609195	0.0235701791709082	1.0351697378844	0.0235701791709082	2
1	27088726	144859878	5273	117771152	381	0.499999999775127	1.98641687137813	0.00288708613661821	0.993208435242375	0.00227560638644633	0.993208436135758	0.00227560638644633	2
1	144863379	145273314	48	409935	13	0.246953156545416	1.84122821695274	0.0280587652013255	0.454697120096966	0.0337153012626564	1.38653109685577	0.0337153012626564	2
1	145281536	249211681	6730	103930145	617	0.500000000000007	1.98190144995365	0.00254974926179197	0.990950724976841	0.00194119218187024	0.990950724976813	0.00194119218187024	2
2	45912	89049546	3617	89003634	278	0.499999997596868	1.95167223992605	0.00342521422899474	0.975836115272897	0.00352665216040758	0.975836124653151	0.00352665216040758	2
2	89160098	96040920	124	6880822	6	0.5	2.12123306984375	0.020098520989341	1.06061653492187	0.053628571668354	1.06061653492187	0.053628571668354	2
2	96049773	141533736	1744	45483963	118	0.499960867020387	1.95226119238289	0.00493422732511494	0.976054198394006	0.00465908337002661	0.976206993988886	0.00465908337002661	2
2	141598573	141709468	12	110895	2	0.344337041529923	1.53938681318052	0.0469652374440978	0.530067901020756	0.140836304169634	1.00931891215976	0.140836304169634	2
2	141747163	188247965	1964	46500802	161	0.499999999999992	2.034097794662	0.0048436277361377	1.01704889733098	0.0041828894839795	1.01704889733102	0.0041828894839795	2
2	188343466	190445164	108	2101698	5	0.282367537742289	1.65507759881419	0.0168243863288809	0.467340186349583	0.0629857041761971	1.18773741246461	0.0629857041761971	2
2	190532580	192012865	117	1480285	10	0.389758648668558	2.63193553146517	0.0256502837637499	1.02581963612663	0.0677908928183265	1.60611589533854	0.0677908928183265	2
2	192160894	193059164	39	898270	4	0.36395794791753	1.6138494122487	0.0273040395547981	0.587373320329948	0.103916461204655	1.02647609191875	0.103916461204655	2
2	196548526	197008346	70	459820	0	NA	2.55298215239776	0.0321704415866933	NA	NA	NA	NA	2
2	197028046	197208434	25	180388	0	NA	1.76160054469356	0.0372065974321884	NA	NA	NA	NA	2
2	197511146	198367807	109	856661	0	NA	2.60072940391755	0.026260957586197	NA	NA	NA	NA	2
2	198404855	242814645	2454	44409790	221	0.339999039694744	1.64692021080375	0.00351220884456659	0.55995129012714	0.00934776315945222	1.08696892067661	0.00934776315945222	2
3	369943	61734603	3846	61364660	302	0.500000000000002	1.95467858482474	0.00332676850587531	0.977339292412371	0.00264368132668189	0.977339292412365	0.00264368132668189	2
3	61989096	89528599	400	27539503	24	0.361316390442861	1.49512212226119	0.00790214654042126	0.540212128486683	0.0238272845366939	0.95490999377451	0.0238272845366939	2
3	93595922	109056337	445	15460415	37	0.349049237582385	2.84248067738168	0.0142007543278901	0.992165713282735	0.0308096580796597	1.85031496409894	0.0308096580796597	2
3	110837650	111264070	5	426420	0	NA	1.46076178597968	0.0690649079464957	NA	NA	NA	NA	2
3	111296372	123049799	647	11753427	75	0.336354489362451	2.86019515289604	0.0118502754569152	0.962039480129306	0.02093140202588	1.89815567276674	0.02093140202588	1
3	123071353	164907151	1767	41835798	127	0.348854346231352	2.84393096234325	0.00713007230559278	0.992117676595354	0.0169292559110184	1.85181328574789	0.0169292559110184	2
3	165548062	167189498	18	1641436	13	0.378239520541253	1.50524823497606	0.0375017725069069	0.569344370692911	0.0354178364682063	0.935903864283146	0.0354178364682063	2
3	167240187	183381337	500	16141150	29	0.244954088933877	4.13899744460335	0.0194872111822743	1.01386434814246	0.0441975361243084	3.12513309646089	0.0441975361243084	2
3	183388915	195306270	720	11917355	74	0.226153870187881	4.37298372123122	0.0171552801993493	0.988967192825041	0.0251026717088571	3.38401652840617	0.0251026717088571	2
3	195453055	195498604	16	45549	5	0.162995841613906	5.33207672413076	0.140266147106844	0.869106333199614	0.38858959738574	4.46297039093114	0.38858959738574	2
3	195505249	197765487	196	2260238	24	0.229202840981038	4.25591454956201	0.032001992454666	0.975467705732149	0.0496148409942876	3.28044684382986	0.0496148409942876	2
4	59385	47857127	1381	47797742	195	0.33062590616162	1.49218823807631	0.00424453953736088	0.493356088377693	0.00885898900626655	0.998832149698621	0.00885898900626655	1
4	47877226	69362441	501	21485215	40	0.349580483179376	1.54738818706492	0.00730610642444215	0.540936710100213	0.0218846538788671	1.00645147696471	0.0218846538788671	2
4	69416504	69512961	6	96457	1	0.30349669512035	2.09188035764597	0.0901104165846982	0.634878775132726	0.290407541726542	1.45700158251324	0.290407541726542	2
4	69520856	191012705	3491	121491849	314	0.343359344134554	1.60796783243092	0.00287546408580291	0.552110780332942	0.00780416075714297	1.05585705209798	0.00780416075714297	2
5	143556	32010511	641	31866955	96	0.410291929164134	2.42356662358989	0.0100941641754476	0.994369825450502	0.0212736300733215	1.42919679813939	0.0212736300733215	2
5	32052776	32097435	13	44659	4	0.5	2.75444185855978	0.0805197035311169	1.37722092927989	0.0555787381221126	1.37722092927989	0.0555787381221126	2
