Chromosome	Start.bp	End.bp	n_probes	length	n_hets	f	tau	sigma.tau	mu.minor	sigma.minor	mu.major	sigma.major	SegLabelCNLOH
1	69549	3350307	301	3280758	26	0.434451156900108	2.35242357769178	0.0124558615651923	1.02201314484728	0.0733958801299483	1.33041043284449	0.0733958801299483	2
1	3389717	3686398	48	296681	9	0.5	2.57365749750358	0.0341113447311399	1.28682874875179	0.0381325960781204	1.28682874875179	0.0381325960781204	2
1	3697775	94461707	6110	90763932	473	0.42421059687804	2.34933881166551	0.00276101765766371	0.996614419565369	0.0111960696897324	1.35272439210014	0.0111960696897324	2
1	94466437	144859878	1201	50393441	97	0.499999998287876	1.99137495028216	0.00528308074236875	0.995687471731601	0.00633181749160777	0.995687478550561	0.00633181749160777	2
1	144863379	145273314	48	409935	10	0.245130535848999	1.90419314355704	0.0252757865698474	0.466775885640126	0.0997617740027743	1.43741725791691	0.0997617740027743	2
1	145281536	249211681	6731	103930145	577	0.500000000000043	1.99889992614919	0.00224000010593699	0.999449963074682	0.00189068892985415	0.99944996307451	0.00189068892985415	2
2	45912	89619828	3668	89573916	303	0.499999999999983	1.99954828682613	0.00303538126158462	0.999774143413032	0.00241877517701603	0.999774143413099	0.00241877517701603	2
2	89975727	90154110	19	178383	0	NA	1.59260333885509	0.0336379923249731	NA	NA	NA	NA	2
2	90193276	186689183	3728	96495907	249	0.499999999535502	2.00935343297298	0.00302553979192147	1.00467671555315	0.00280528537121274	1.00467671741983	0.00280528537121274	2
2	187366075	193059164	318	5693089	11	0.346565395907808	1.66322111618082	0.00858439905311983	0.576414884611432	0.0342053606410039	1.08680623156939	0.0342053606410039	2
2	196548526	242814645	2663	46266119	256	0.499999999291458	2.01495694042376	0.00358969984537854	1.0074784687842	0.0029208066581047	1.00747847163956	0.0029208066581047	2
3	369943	40574050	1610	40204107	153	0.316748907010027	2.01223083080876	0.00461047834847909	0.637371916310554	0.0114515710145014	1.37485891449821	0.0114515710145014	2
