Chromosome	Start.bp	End.bp	n_probes	length	n_hets	f	tau	sigma.tau	mu.minor	sigma.minor	mu.major	sigma.major	SegLabelCNLOH
1	69549	13425257	1167	13355708	136	0.499999999999992	2.02180082488969	0.00973112646337301	1.01090041244483	0.00593851463077553	1.01090041244486	0.00593851463077553	2
1	13449848	15802995	53	2353147	3	0.320614993616001	1.7438839782132	0.0394046958118686	0.559115350541873	0.1701359109674	1.18476862767133	0.1701359109674	2
1	15808823	16785360	169	976537	33	0.499999999999999	2.07584737837814	0.0262529570117258	1.03792368918907	0.0194369374752344	1.03792368918907	0.0194369374752344	2
1	16892217	16895649	8	3432	0	NA	1.2086399838942	0.0704028439586982	NA	NA	NA	NA	2
1	16901084	27159017	1003	10257933	154	0.500000000000002	2.02744576192633	0.0105258049031801	1.01372288096317	0.00632800225019317	1.01372288096316	0.00632800225019317	2
1	27176860	27226707	17	49847	3	0.5	1.92366435630602	0.0767240739682026	0.961832178153012	0.101662124231318	0.961832178153012	0.101662124231318	2
1	27240165	27269458	5	29293	1	0.5	2.76615587087693	0.203235760792686	1.38307793543846	0.293143758735086	1.38307793543846	0.293143758735086	2
1	27272117	43393377	1442	16121260	124	0.500000000000002	1.98605016303903	0.00859985789205889	0.993025081519518	0.00578733768495726	0.993025081519511	0.00578733768495726	2
1	43395357	43613688	5	218331	3	0.5	1.38847924377924	0.10223746035053	0.694239621889618	0.0866054645713687	0.694239621889618	0.0866054645713687	2
1	43630138	47283843	626	3653705	34	0.499999999158429	1.97029578576425	0.0129490702433142	0.98514789122398	0.0129572499281363	0.985147894540267	0.0129572499281363	2
1	47395884	47407007	12	11123	0	NA	3.23243239585871	0.153253158795709	NA	NA	NA	NA	2
1	47495732	57258102	524	9762370	52	0.500000000000004	2.06874077259355	0.0148583629121964	1.03437038629678	0.0103181068054703	1.03437038629676	0.0103181068054703	2
1	57340693	57431575	20	90882	0	NA	3.55025703489833	0.130359343880307	NA	NA	NA	NA	2
1	57476881	85117622	858	27640741	88	0.499999999999999	2.03379328414115	0.0114160440696431	1.01689664207057	0.00663021021971206	1.01689664207058	0.00663021021971206	2
1	85122098	86123591	67	1001493	7	0.5	1.92030504332531	0.0385799837917323	0.960152521662655	0.0563966818876776	0.960152521662655	0.0563966818876776	2
1	86144423	94568634	458	8424211	61	0.500000000000001	1.9544556724699	0.0150175219286817	0.977227836234952	0.00885815178165567	0.977227836234948	0.00885815178165567	2
1	94577064	94930379	24	353315	1	0.5	2.58987999930034	0.0868655436202461	1.29493999965017	0.335202068780257	1.29493999965017	0.335202068780257	2
1	94946090	119619101	1066	24673011	124	0.500000000000006	1.95266139907388	0.00983455626204773	0.97633069953695	0.00624648956120734	0.976330699536927	0.00624648956120734	2
1	119927537	120506313	33	578776	10	0.5	2.56730842905402	0.0734350796394694	1.28365421452701	0.0564476502306184	1.28365421452701	0.0564476502306184	2
1	120509055	145517330	101	25008275	9	0.256756748777258	2.17619137945565	0.035596219737157	0.558751823306127	0.0746109501680357	1.61743955614952	0.0746109501680357	1
1	145522716	155151028	1164	9628312	93	0.49999999241099	2.08677329617817	0.0100558382154313	1.04338663225254	0.0103433925820122	1.04338666392563	0.0103433925820122	2
1	155154476	155160699	7	6223	0	NA	1.30032796950571	0.0809446804596377	NA	NA	NA	NA	2
1	155165660	173456937	1549	18291277	182	0.499999999999999	2.0114525579643	0.00840332153488489	1.00572627898215	0.00503134612603225	1.00572627898215	0.00503134612603225	2
1	173476087	173503721	7	27634	1	0.5	2.81462333993021	0.174768552505729	1.40731166996511	0.291899382488738	1.40731166996511	0.291899382488738	2
1	173516875	173873114	52	356239	8	0.5	2.02483685379982	0.0461685868103707	1.01241842689991	0.0308006505272569	1.01241842689991	0.0308006505272569	2
1	173878884	173883873	4	4989	2	0.5	3.05212532422509	0.250663615013423	1.52606266211254	0.230002620172198	1.52606266211254	0.230002620172198	2
1	173910460	175092667	53	1182207	6	0.5	2.05479206677143	0.0464054666757737	1.02739603338571	0.0360288646204722	1.02739603338571	0.0360288646204722	2
1	175097233	175106040	4	8807	0	NA	3.16364834787631	0.259804459438251	NA	NA	NA	NA	2
1	175116136	186158826	659	11042690	67	0.499900895808692	1.98046881993799	0.012685650478642	0.990038137208185	0.00823190556794173	0.990430682729805	0.00823190556794173	2
1	186269283	186273314	3	4031	0	NA	2.91684617152539	0.27663810817887	NA	NA	NA	NA	2
1	186278963	196205157	131	9926194	4	0.5	1.90226798245712	0.0273324341181316	0.951133991228562	0.113510650944866	0.951133991228562	0.113510650944866	2
1	196250053	197032086	80	782033	2	0.5	3.01733795005451	0.0554125174454509	1.50866897502725	0.109004378791511	1.50866897502725	0.109004378791511	2
1	197056017	204103736	569	7047719	54	0.499881971427752	1.94550535653676	0.0134118195986158	0.972523053048848	0.0108507077743951	0.972982303487912	0.0108507077743951	2
1	204109204	204116645	3	7441	0	NA	5.04667287945437	0.478212528162655	NA	NA	NA	NA	2
1	204124996	207252331	336	3127335	41	0.499999999999997	2.05379381398097	0.0184215863670711	1.02689690699048	0.0138474569924216	1.02689690699049	0.0138474569924216	2
1	207263739	207317250	15	53511	1	0.5	2.93056737662542	0.124297085294184	1.46528368831271	0.219491282998717	1.46528368831271	0.219491282998717	2
1	207495819	209824275	151	2328456	16	0.5	1.94025520771087	0.0259648287658608	0.970127603855437	0.0200681185616809	0.970127603855438	0.0200681185616809	2
1	209879220	209907757	5	28537	0	NA	2.91537648806585	0.214175213804065	NA	NA	NA	NA	2
1	209935933	213445921	193	3509988	23	0.499812326675209	1.95423929436697	0.0231315335127681	0.976752888597672	0.0187426402871126	0.977486405769295	0.0187426402871126	2
1	214178561	214492263	7	313702	0	NA	3.21256484225462	0.199424516807759	NA	NA	NA	NA	2
1	214501015	220870013	262	6368998	48	0.499999990379947	2.02230353695223	0.0205426064540764	1.01115174902145	0.0137795111499268	1.01115178793078	0.0137795111499268	2
1	220935080	222705380	21	1770300	3	0.5	2.77302169587984	0.0994145005660998	1.38651084793992	0.0861067589130575	1.38651084793992	0.0861067589130575	2
1	222713517	234367324	653	11653807	107	0.499999999999986	1.9677383277665	0.0126621315558948	0.983869163883223	0.00759160974155556	0.983869163883276	0.00759160974155556	2
1	234452410	234455888	3	3478	0	NA	3.11012024241246	0.294930257766406	NA	NA	NA	NA	2
1	234509525	241676957	348	7167432	51	0.499999998714999	2.01781891887356	0.0177850594366496	1.00890945684388	0.0129586326914957	1.00890946202968	0.0129586326914957	2
1	241695771	241731873	8	36102	1	0.5	2.9712001814144	0.172555753894762	1.4856000907072	0.279781856158535	1.4856000907072	0.279781856158535	2
1	241750009	246704418	149	4954409	22	0.493050820962517	1.94710213351201	0.0262304590224034	0.960020305425964	0.0334458460211446	0.987081828086045	0.0334458460211446	2
1	246719948	246929400	15	209452	1	0.327381377537193	2.28634395815573	0.0970297526745682	0.748506434544862	0.302438463608388	1.53783752361087	0.302438463608388	2
1	247006036	249211681	118	2205645	52	0.499999996705971	1.89761617016726	0.0287285053393256	0.948808078832825	0.0198113708183211	0.948808091334432	0.0198113708183211	2
2	45912	20240711	520	20194799	58	0.499999999999998	1.94724879204972	0.0140420320943452	0.973624396024857	0.00851872797340402	0.973624396024864	0.00851872797340402	2
2	20402915	20405144	3	2229	1	0.5	4.12707962828115	0.391178932642345	2.06353981414057	0.380043480790749	2.06353981414057	0.380043480790749	2
2	20453678	21001146	31	547468	3	0.5	2.24585345987382	0.0663025743487097	1.12292672993691	0.0700978467487515	1.12292672993691	0.0700978467487515	2
2	21227232	21265290	26	38058	6	0.5	3.3760187788279	0.108731152754487	1.68800938941395	0.0671993238509237	1.68800938941395	0.0671993238509237	2
2	23980629	27708298	567	3727669	39	0.499999999999997	1.97033075860225	0.0136063584758791	0.985165379301118	0.0123515118921702	0.985165379301129	0.0123515118921702	2
2	27715594	27746220	22	30626	1	0.5	3.19668979763471	0.111935774468435	1.59834489881736	0.287730299170629	1.59834489881736	0.287730299170629	2
2	27805994	44050004	733	16244010	79	0.499999999999999	1.92670826547807	0.0117027687219103	0.963354132739033	0.00781731746300013	0.963354132739036	0.00781731746300013	2
2	44051464	44079558	8	28094	3	0.5	3.47976729813602	0.202030838458681	1.73988364906801	0.112941207507788	1.73988364906801	0.112941207507788	2
2	44099195	54753629	318	10654434	27	0.499999999999998	1.99866616583232	0.0184290096544871	0.999333082916155	0.0128634566986743	0.999333082916164	0.0128634566986743	2
2	54826304	54870192	17	43888	3	0.388524099648078	2.68270394798823	0.106902163739903	1.04229513601447	0.187171371581362	1.64040881197376	0.187171371581362	2
2	54872477	62107474	279	7234997	13	0.500000000000002	1.93949544645771	0.0190942354966327	0.969747723228857	0.0151265021776349	0.969747723228849	0.0151265021776349	2
2	62227976	63215119	22	987143	3	0.375401127001644	2.45470770982654	0.0860039031341547	0.921500040728505	0.172915352209104	1.53320766909803	0.172915352209104	2
2	63220733	98129734	1336	34909001	130	0.499999998097506	1.99609966476304	0.00897957927035649	0.998049828583951	0.00860163026179371	0.998049836179086	0.00860163026179371	2
2	98169666	98409147	34	239481	4	0.258725050510685	1.79646062154135	0.05067599217642	0.464789365048742	0.181204766377537	1.33167125649261	0.181204766377537	2
2	98409936	121554970	933	23145034	87	0.499999999999999	1.98923130221055	0.0107084355570799	0.994615651105275	0.00660432800819288	0.994615651105279	0.00660432800819288	2
2	121708919	122125285	23	416366	1	0.304585056940471	1.74819972488181	0.0599641550721422	0.532475512746442	0.215986102492165	1.21572421213537	0.215986102492165	2
2	122154787	135470829	339	13316042	32	0.49433989937167	1.96017951074245	0.0175064157920146	0.968994942090834	0.0292085935862531	0.99118456865162	0.0292085935862531	2
2	135616878	135630124	5	13246	0	NA	3.22153258792498	0.236619701245876	NA	NA	NA	NA	2
2	135677420	166929999	978	31252579	93	0.500000000000006	1.94337122271475	0.0102187843982197	0.971685611357388	0.00632874584841494	0.971685611357366	0.00632874584841494	2
