Chromosome	Start.bp	End.bp	n_probes	length	n_hets	f	tau	sigma.tau	mu.minor	sigma.minor	mu.major	sigma.major	SegLabelCNLOH
1	69549	6741032	529	6671483	41	0.396689095498096	2.22904884405325	0.0119829321368882	0.88423936976856	0.0352090465198392	1.34480947428469	0.0352090465198392	2
1	6885210	11199652	360	4314442	30	0.345576057639182	2.17281137760153	0.0141606409064216	0.750871589865097	0.0365525310128466	1.42193978773643	0.0365525310128466	1
1	11205063	13425257	280	2220194	24	0.399824223081357	2.02949595156075	0.0150015259169349	0.811441642079534	0.0390981730740613	1.21805430948121	0.0390981730740613	2
1	13449848	66036320	4245	52586472	310	0.374667590311819	2.12910360363474	0.00404113410446888	0.797706116698038	0.0113446534608543	1.3313974869367	0.0113446534608543	1
1	66062203	67786089	99	1723886	5	0.5	1.89179251927359	0.0235238328415806	0.945896259636797	0.0519838329874469	0.945896259636797	0.0519838329874469	2
1	67792474	76262792	241	8470318	15	0.339800326730911	2.1678377326617	0.0172676839786403	0.736631969858042	0.0396991881495905	1.43120576280365	0.0396991881495905	2
1	76272745	86852653	327	10579908	34	0.391318779708833	2.05452334465773	0.0140521375136965	0.803973568114774	0.0255981475857794	1.25054977654296	0.0255981475857794	2
1	86891090	86904673	6	13583	3	0.39895569720939	2.86608901454706	0.144555631372165	1.14344254106279	0.200855388822423	1.72264647348426	0.200855388822423	2
1	86909581	103548444	729	16638863	45	0.392433889683528	2.07191034522632	0.00949069548980309	0.813087835852704	0.0256191517100587	1.25882250937361	0.0256191517100587	2
1	104114804	104163239	14	48435	0	NA	3.1455956927859	0.103836693777926	NA	NA	NA	NA	2
1	104164465	144923755	845	40759290	124	0.385897542812948	2.11226607585476	0.00898625488567411	0.815118288439501	0.0166541728532305	1.29714778741526	0.0166541728532305	2
1	144931145	145015935	7	84790	3	0.10703593015823	1.98314766931523	0.0927198518719153	0.21226805542628	0.169453145971377	1.77087961388895	0.169453145971377	2
1	145021139	151849538	714	6828399	38	0.481151788592019	2.12068770396502	0.00981475522882719	1.02037268180787	0.0561780184755566	1.10031502215715	0.0561780184755566	2
1	151861769	153362940	64	1501171	15	0.345868504320721	2.712490913977	0.041895629297099	0.938165175400769	0.0496371073633321	1.77432573857623	0.0496371073633321	2
1	153391702	161029454	1386	7637752	107	0.398096833645966	2.10984937999707	0.00700858274191395	0.839924357646738	0.018813817585937	1.26992502235033	0.018813817585937	2
1	161042562	161059046	8	16484	0	NA	3.04839238309054	0.133129249620414	NA	NA	NA	NA	2
1	161069215	161565361	131	496146	6	0.5	2.02433408898018	0.0218764684847999	1.01216704449009	0.0271761422035631	1.01216704449009	0.0271761422035631	2
1	161594366	161642891	7	48525	0	NA	2.80491448820547	0.130984021621978	NA	NA	NA	NA	2
1	161643902	201195101	1745	39551199	165	0.384824874538093	2.09354463968528	0.00619808945787399	0.805648053306785	0.0128472605477851	1.2878965863785	0.0128472605477851	2
1	201197520	201330451	11	132931	0	NA	3.09137195876673	0.115129467211042	NA	NA	NA	NA	2
1	201334376	206756655	586	5422279	48	0.402723134837601	2.17161340182032	0.0110929416960137	0.874558956836425	0.0378634475611267	1.29705444498389	0.0378634475611267	2
1	206758569	206767054	4	8485	0	NA	3.00878522787798	0.185833490690313	NA	NA	NA	NA	2
1	206770497	207700185	123	929688	5	0.5	2.13344348775415	0.0237886911177436	1.06672174387707	0.0697078994173116	1.06672174387707	0.0697078994173116	2
1	207702103	207734282	14	32179	0	NA	2.97426057825531	0.0981954473119157	NA	NA	NA	NA	2
1	207737527	228646020	1018	20908493	85	0.407730157475986	2.12219129252125	0.0082254814397177	0.865281389893854	0.0228113313524441	1.25690990262739	0.0228113313524441	2
1	228879259	231125932	137	2246673	8	0.36262512816758	2.01433853052191	0.0212868528399378	0.730449767803404	0.0655029501184617	1.28388876271851	0.0655029501184617	1
1	231132937	249211681	755	18078744	115	0.406659848723746	2.05369126616213	0.00924416226072688	0.835153779622771	0.0169459217542055	1.21853748653936	0.0169459217542055	2
