Chromosome	Start.bp	End.bp	n_probes	length	n_hets	f	tau	sigma.tau	mu.minor	sigma.minor	mu.major	sigma.major	SegLabelCNLOH
1	12658	1635320	362	1622662	4	0.5	1.96622327916716	0.0102504322050699	0.98311163958358	0.0312355663644685	0.98311163958358	0.0312355663644685	2
1	1635722	1636352	3	630	0	NA	2.76568133430612	0.158147003005731	NA	NA	NA	NA	2
1	1638935	16891357	1489	15252422	117	0.499999999952034	1.9603286536203	0.00503908708952369	0.980164326716123	0.00418845767076916	0.980164326904181	0.00418845767076916	2
1	16892430	16893759	5	1329	2	0.199067520968012	1.2202965129961	0.0543004036993289	0.242921401688043	0.195572040773802	0.977375111308058	0.195572040773802	2
1	16895649	146398399	7435	129502750	583	0.499999999989574	2.01210555763253	0.00231431847189118	1.00605277879529	0.00168996372276828	1.00605277883724	0.00168996372276828	2
1	146400196	148007886	160	1607690	8	0.5	1.93530180972395	0.015177069351562	0.967650904861975	0.0417651820694617	0.967650904861975	0.0417651820694617	2
1	148009422	175067599	3101	27058177	250	0.499999999923911	1.99535139872797	0.00355385437085491	0.99767569921216	0.00297477643622723	0.99767569951581	0.00297477643622723	2
1	175087828	175113604	5	25776	3	0.367900863939621	2.71522010664398	0.120273225568464	0.99893182302055	0.248332937792096	1.71628828362343	0.248332937792096	2
1	175292552	245023730	3958	69731178	372	0.499999999962319	1.98463568835926	0.0031288581264154	0.992317844104849	0.00197176940604663	0.992317844254414	0.00197176940604663	2
1	245025986	248722318	160	3696332	43	0.474935304119958	1.90899101510706	0.014971809013537	0.90664722832214	0.0439532296903385	1.00234378678492	0.0439532296903385	1
1	248756600	248813708	4	57108	0	NA	1.23018203511368	0.0611974507628153	NA	NA	NA	NA	2
1	248903031	249211681	21	308650	2	0.5	2.08530550193601	0.0451228464469215	1.04265275096801	0.0551237043752862	1.04265275096801	0.0551237043752862	2
2	218906	105990089	5156	105771183	346	0.4999999999891	2.00558304754182	0.00277015532425619	1.00279152374905	0.00172736492995235	1.00279152379277	0.00172736492995235	2
2	106015425	106498144	4	482719	0	NA	2.68544556257072	0.133000471603208	NA	NA	NA	NA	2
2	106687419	113135730	400	6448311	12	0.490513296451468	1.93694120144416	0.00960691026606975	0.950095413753043	0.0362675052555365	0.98684578769112	0.0362675052555365	2
2	113146712	242946317	6678	129799605	500	0.499999999981008	1.98400142836357	0.00240803307509435	0.992000714144104	0.00153337916369916	0.992000714219465	0.00153337916369916	2
3	369943	102196374	5045	101826431	361	0.499999999955478	1.98835564171348	0.0027765296928172	0.994177820768216	0.00219751655134501	0.994177820945267	0.00219751655134501	2
3	105243245	194392842	4051	89149597	368	0.452048511223314	2.22481730078645	0.00346511741439697	1.00572534856439	0.00766088635570585	1.21909195222206	0.00766088635570585	2
3	194790642	195475854	50	685212	4	0.260450319806984	2.34454246327996	0.0328607336796847	0.610636834362321	0.171747844295414	1.73390562891764	0.171747844295414	2
3	195477871	197751594	238	2273723	27	0.460189909641664	2.2443410947414	0.0144207542625052	1.03282312559412	0.0651252084660338	1.21151796914728	0.0651252084660338	2
3	197765488	197896689	7	131201	0	NA	1.78294392635116	0.0668776714158364	NA	NA	NA	NA	2
4	60000	70080080	2252	70020080	285	0.499999999818077	1.99329267783558	0.00416600959225614	0.996646338555165	0.00423097674802411	0.996646339280418	0.00423097674802411	2
4	70148306	70160387	4	12081	0	NA	2.72325118749225	0.134865809408291	NA	NA	NA	NA	2
4	70351035	187175829	3573	116824794	281	0.499999999989241	2.00593024763656	0.00332827242146251	1.0029651237967	0.00244375273309152	1.00296512383986	0.00244375273309152	2
