Chromosome	Start.bp	End.bp	n_probes	length	n_hets	f	tau	sigma.tau	mu.minor	sigma.minor	mu.major	sigma.major	SegLabelCNLOH
1	69549	16918428	1426	16848879	116	0.450902966457271	2.23476629970526	0.0061830714209922	1.00766275387584	0.0318270053490295	1.22710354582942	0.0318270053490295	2
1	17250896	17280784	12	29888	1	0.206411503067555	2.93999477742521	0.0885811767927996	0.606848741019101	0.451107776646838	2.33314603640611	0.451107776646838	2
1	17292553	22310752	495	5018199	60	0.464166006930644	2.25335546961657	0.0105814132483669	1.04593101052725	0.0600848994291468	1.20742445908932	0.0600848994291468	2
1	22328188	22333936	6	5748	0	NA	2.87847384163651	0.122659847285345	NA	NA	NA	NA	2
1	22405023	44447478	2196	22042455	147	0.493723949648883	2.24153454665079	0.00499753178140451	1.10669928964685	0.026823124094254	1.13483525700394	0.026823124094254	2
1	44450631	44595446	25	144815	2	0	2.28812740642568	0.0478077969437016	0	0.0708284639750033	2.28812740642568	0.0708284639750033	1
1	44596305	78340639	1689	33744334	136	0.452407396911749	2.24778543156138	0.0057142753841365	1.01691475590884	0.0315456515581649	1.23087067565255	0.0315456515581649	2
1	78383683	249211681	8602	170827998	691	0.499999999992391	1.98946057157806	0.00224231600002097	0.99473028577389	0.00161489844146085	0.994730285804168	0.00161489844146085	2
2	45912	242814645	10404	242768733	781	0.499999999988843	1.99558502546985	0.0020451485292069	0.997792512712663	0.00162113343482793	0.997792512757191	0.00162113343482793	2
3	369943	15610015	776	15240072	74	0.416239346372696	1.75538316464541	0.00659144519603126	0.730659541085639	0.0179198541677132	1.02472362355977	0.0179198541677132	2
3	15613225	15736282	18	123057	3	0.0143062368543551	1.78043950356988	0.0438932015254704	0.0254713892429212	0.0488620820833192	1.75496811432696	0.0488620820833192	0
3	15755090	93733670	3475	77978580	241	0.417369504067157	1.73606355282805	0.00308073336975138	0.724579984072909	0.0104962563770506	1.01148356875514	0.0104962563770506	2
3	93755496	122345776	1013	28590280	118	0.49999999983525	2.01366840333027	0.00661331677817441	1.00683420133338	0.00699441000067664	1.00683420199689	0.00699441000067664	2
3	122353953	197765487	3306	75411534	286	0.441171776146065	2.28041967090287	0.00414341112051567	1.00605679657065	0.0120813845199255	1.27436287433223	0.0120813845199255	2
4	59385	190947882	5377	190888497	480	0.499999999987335	1.99999253811926	0.00285107445281985	0.999996269034299	0.00301798190910621	0.999996269084959	0.00301798190910621	2
4	190996225	191012705	5	16480	0	NA	2.71989640781882	0.126989374827067	NA	NA	NA	NA	2
5	143556	180794756	6316	180651200	642	0.499999999944266	2.00795844088765	0.00264104389591935	1.00397922033191	0.00219393468300265	1.00397922055574	0.00219393468300265	2
6	345890	170892713	7283	170546823	804	0.499999999980308	2.00157227669734	0.00245168507977597	1.00078613830926	0.00184577722024069	1.00078613838809	0.00184577722024069	2
7	540563	158935187	6241	158394624	532	0.499999999964926	2.00361779175225	0.0026511495762882	1.00180889580585	0.00238546936785695	1.0018088959464	0.00238546936785695	2
8	190901	146279473	4560	146088572	435	0.499999999969235	2.00804951881125	0.00310837826475042	1.00402475934384	0.00306274774284734	1.0040247594674	0.00306274774284734	2
9	286572	141016185	5654	140729613	490	0.499999999921085	2.00049700433098	0.00278105566032555	1.00024850200762	0.00274085818454139	1.00024850232336	0.00274085818454139	2
10	94609	135490828	5798	135396219	563	0.499999999982699	1.99077574356789	0.00273302153589567	0.995387871749502	0.00205486721455949	0.995387871818386	0.00205486721455949	2
11	194433	290925	37	96492	10	0.5	2.00205474094574	0.0344051256039465	1.00102737047287	0.0408801964991414	1.00102737047287	0.0408801964991414	2
11	292611	134257497	7663	133964886	782	0.499999999971921	1.99764902684271	0.00238546151138952	0.998824513365262	0.00159308487428838	0.998824513477446	0.00159308487428838	2
12	266776	7883450	814	7616674	79	0.499999999999994	1.98873368769711	0.00728662450104717	0.994366843848543	0.00667524933093723	0.994366843848566	0.00667524933093723	2
12	8075518	8088622	9	13104	0	NA	2.85367679274013	0.0992914485372055	NA	NA	NA	NA	2
12	8196330	133779095	7287	125582765	553	0.499999999964927	2.00498288785343	0.00245516857470493	1.00249144385639	0.00192001818777026	1.00249144399704	0.00192001818777026	2
13	19751406	115090536	2547	95339130	225	0.499981785827516	1.99691929634361	0.00413618008873282	0.998423275939306	0.00312890744921763	0.998496020404307	0.00312890744921763	2
14	19558773	19583029	8	24256	0	NA	1.77550163453709	0.0656581827948969	NA	NA	NA	NA	2
