Chromosome	Start.bp	End.bp	n_probes	length	n_hets	f	tau	sigma.tau	mu.minor	sigma.minor	mu.major	sigma.major	SegLabelCNLOH
1	69549	16343635	1314	16274086	196	0.5	2.019716955104	0.00647280160356565	1.009858477552	0.00477164528870656	1.009858477552	0.00477164528870656	2
1	16351321	16359707	16	8386	0	NA	2.75037345827235	0.0797882881992958	NA	NA	NA	NA	2
1	16373093	16918428	92	545335	16	0.492047072011856	2.0187833599705	0.0244509718541461	0.993336441299739	0.0434942925261893	1.02544691867076	0.0434942925261893	2
1	17250896	17272028	9	21132	1	0.5	2.49485729248599	0.096531992100454	1.247428646243	0.263316111553856	1.247428646243	0.263316111553856	2
1	17275357	229462618	12125	212187261	1354	0.499999999259773	2.01036830283253	0.00212101055058623	1.00518414992813	0.00119432121874158	1.00518415290439	0.00119432121874158	2
1	229567558	229568797	5	1239	0	NA	2.67084843583141	0.138615637751338	NA	NA	NA	NA	2
1	229580704	249211681	881	19630977	177	0.499999996549388	1.97705465215009	0.0077387377025123	0.988527319252995	0.00528625444524344	0.988527332897092	0.00528625444524344	2
2	45912	54001470	2193	53955558	203	0.499999999999997	2.00738157679043	0.00497990960065157	1.00369078839521	0.00431780670307404	1.00369078839522	0.00431780670307404	2
2	54024690	54102827	16	78137	0	NA	1.37886789481374	0.0401256000486358	NA	NA	NA	NA	2
2	54115060	133721367	3041	79606307	330	0.499999999999994	1.99080857023415	0.00419418550804978	0.995404285117062	0.00327386507356272	0.995404285117086	0.00327386507356272	2
2	135028038	159389762	609	24361724	52	0.360815731132579	2.54038515432876	0.0119484303779042	0.916610926817483	0.0257378838874192	1.62377422751128	0.0257378838874192	1
2	159477837	164467188	267	4989351	22	0.405963345498422	2.61645095064587	0.018583781170667	1.06218318125672	0.0611692796432418	1.55426776938915	0.0611692796432418	2
2	165350987	192922452	1594	27571465	141	0.378292149630018	2.56150717731701	0.00744662031406169	0.968998056399973	0.0160350431785458	1.59250912091704	0.0160350431785458	1
2	193056660	204822563	593	11765903	30	0.499999999999997	1.92236090671932	0.00917277573846347	0.961180453359654	0.0111962534137888	0.961180453359665	0.0111962534137888	2
2	205969193	209218752	201	3249559	23	0.218063894320526	1.32743711923629	0.0109013334563433	0.289466107686287	0.0227478937285789	1.03797101155001	0.0227478937285789	2
2	209219971	215595183	158	6375212	16	0.254853459066837	1.24354090846296	0.0115235095382791	0.316920702012901	0.0253672911627675	0.926620206450055	0.0253672911627675	2
2	215610511	242814645	1709	27204134	280	0.499999997825071	1.97196048311742	0.00554206310918545	0.985980237269835	0.0051227227593631	0.985980245847582	0.0051227227593631	2
